episode,episode_reward,epsilon
1,-1753.4591704998165,0.9704455335485082
2,-1716.7537344805896,0.9417645335842487
3,-1674.5087726898491,0.9139311852712282
4,-1688.2487591430545,0.8869204367171575
5,-1618.1080650552176,0.8607079764250578
6,-1681.1597262592986,0.835270211411272
7,-1565.7931597996503,0.8105842459701871
8,-1533.5526250395342,0.7866278610665535
9,-1587.214703246951,0.7633794943368531
10,-1536.935827405192,0.7408182206817179
11,-1457.9131543207914,0.7189237334319262
12,-1444.1758076469414,0.697676326071031
13,-1439.6856259191409,0.6770568744981647
14,-1393.7951790038496,0.6570468198150567
15,-1439.12343647331,0.6376281516217733
16,-1385.454723855015,0.6187833918061408
17,-1380.9580805194564,0.6004955788122659
18,-1283.760285194032,0.5827482523739896
19,-1319.6972739160992,0.5655254386995371
20,-1252.5497217485681,0.5488116360940265
21,-1251.5515162777156,0.5325918010068972
22,-1251.5002452796325,0.5168513344916993
23,-1199.7534730164334,0.5015760690660556
24,-1270.5985660636215,0.4867522559599717
25,-1203.2136923996732,0.4723665527410147
26,-1144.363696673885,0.4584060113052235
27,-1145.119117544964,0.44485806622294116
28,-1142.0324681513011,0.43171052342907973
29,-1114.9795051980764,0.418951549247639
30,-1134.4218625118956,0.40656965974059917
31,-1076.0253099645488,0.39455371037160114
32,-1137.026592256443,0.38289288597511206
33,-1064.0498057603254,0.3715766910220457
34,-999.6770561066805,0.3605949401730783
35,-1059.526061218232,0.3499377491111553
36,-1071.4659026181325,0.3395955256449391
37,-1067.274101272691,0.3295589610751891
38,-1008.6382486699149,0.31981902181630395
39,-1047.1119182463735,0.31036694126548503
40,-982.6762614222243,0.30119421191220214
41,-1024.8599051618367,0.2922925776808594
42,-1043.0400895866915,0.2836540264997704
43,-959.0733852665289,0.27527078308975234
44,-975.04425246967,0.2671353019658504
45,-1044.8142171557993,0.25924026064589156
46,-973.6611764309928,0.2515785530597565
47,-1050.3756083352491,0.2441432831534371
48,-979.3714579725638,0.23692775868212176
49,-928.4835106749088,0.22992548518672384
50,-1003.3376682000235,0.22313016014842982
51,-890.2451860363944,0.21653566731600707
52,-925.113293942064,0.21013607120076472
53,-884.2762419665232,0.20392561173421347
54,-913.6530780289322,0.1978986990836147
55,-935.1387243987992,0.19204990862075413
56,-941.1981046842411,0.18637397603940997
57,-873.1230321535841,0.1808657926171221
58,-895.464041528292,0.17552040061699686
59,-922.5102634942159,0.17033298882540943
60,-947.6201642956585,0.16529888822158656
61,-907.1098418664187,0.1604135677751728
62,-919.1601808546111,0.15567263036799733
63,-910.3816876979545,0.15107180883637086
64,-884.4015719289891,0.14660696213035015
65,-908.1401173528284,0.1422740715865136
66,-923.7818033713847,0.13806923731089282
67,-875.2212493363186,0.13398867466880499
68,-870.6957132178359,0.1300287108784259
69,-882.828923696652,0.12618578170503877
70,-863.3004153705551,0.1224564282529819
71,-887.7177945440053,0.11883729385240965
72,-871.161031528376,0.11532512103806251
73,-861.3474445100874,0.11191674861732888
74,-821.787803127896,0.10860910882495801
75,-861.7160188863054,0.10539922456186433
76,-862.1368305385113,0.10228420671553748
77,-789.3072227849625,0.09926125155964566
78,-839.8318966371007,0.09632763823049303
79,-854.6165205454454,0.09348072627805847
80,-792.9854016238824,0.09071795328941251
