time_step,fixed_reward,fixed_cumulative_reward,fixed_grid_import_Building_3_kwh,fixed_grid_import_kwh,fixed_cumulative_grid_import_kwh,q_learning_reward,q_learning_cumulative_reward,q_learning_grid_import_Building_3_kwh,q_learning_grid_import_kwh,q_learning_cumulative_grid_import_kwh,reward_delta_q_minus_fixed,grid_import_delta_fixed_minus_q,cumulative_reward_delta_q_minus_fixed,cumulative_grid_import_delta_fixed_minus_q
1738,-5.500939218552397,-9457.652682111382,1.6083639860153198,1.6083639860153198,3447.6613324582577,-0.7507804133470435,-3300.00837161296,0.2195130884647369,0.2195130884647369,1167.1025881026435,4.750158805205354,1.3888508975505829,6157.644310498422,2280.558744355614
1739,-7.139482254792634,-9464.792164366174,2.0507009029388428,2.0507009029388428,3449.7120333611965,-2.3042203376705475,-3302.31259195063,0.661850094795227,0.661850094795227,1167.7644381974387,4.835261917122087,1.3888508081436157,6162.479572415544,2281.947595163758
1740,-3.697498294839329,-9468.489662661012,1.076079249382019,1.076079249382019,3450.7881126105785,0.0,-3302.31259195063,0.0,0.0,1167.7644381974387,3.697498294839329,1.076079249382019,6166.1770707103815,2283.02367441314
1741,-2.9090895786546525,-9471.398752239667,0.9018570780754088,0.9018570780754088,3451.689969688654,0.0,-3302.31259195063,0.0,0.0,1167.7644381974387,2.9090895786546525,0.9018570780754088,6169.086160289037,2283.925531491215
1742,-2.4479540725783524,-9473.846706312246,0.7904706597328186,0.7904706597328186,3452.4804403483868,0.0,-3302.31259195063,0.0,0.0,1167.7644381974387,2.4479540725783524,0.7904706597328186,6171.534114361616,2284.716002150948
1743,-3.1269380909317985,-9476.97364440318,0.9731018543243408,0.9731018543243408,3453.453542202711,0.0,-3302.31259195063,0.0,0.0,1167.7644381974387,3.1269380909317985,0.9731018543243408,6174.66105245255,2285.6891040052724
1744,-12.762965503238958,-9489.736609906418,4.258838176727295,4.258838176727295,3457.7123803794384,-8.600831148507131,-3310.913423099137,2.8699872493743896,2.8699872493743896,1170.634425446813,4.162134354731826,1.3888509273529053,6178.823186807282,2287.0779549326253
1745,-8.705898750447917,-9498.442508656866,2.935194730758667,2.935194730758667,3460.647575110197,-4.586513935786547,-3315.499937034924,1.5463436841964722,1.5463436841964722,1172.1807691310096,4.11938481466137,1.3888510465621948,6182.942571621942,2288.4668059791875
1746,-5.789246512623928,-9504.23175516949,2.024738311767578,2.024738311767578,3462.6723134219646,-1.81816510568107,-3317.318102140605,0.6358873248100281,0.6358873248100281,1172.8166564558196,3.971081406942858,1.38885098695755,6186.913653028885,2289.855656966145
1747,-6.016238489073627,-9510.247993658564,2.126649618148804,2.126649618148804,3464.798963040113,-2.087213829899982,-3319.405315970505,0.7377986311912537,0.7377986311912537,1173.5544550870109,3.9290246591736455,1.3888509869575505,6190.842677688059,2291.244507953102
1748,-8.989798794813607,-9519.237792453378,3.1342251300811768,3.1342251300811768,3467.9331881701946,-5.0062019634905175,-3324.411517933996,1.7453742027282717,1.7453742027282717,1175.2998292897391,3.98359683132309,1.388850927352905,6194.8262745193815,2292.6333588804555
1749,-6.697220289838576,-9525.935012743215,2.229120969772339,2.229120969772339,3470.162309139967,-2.524526398683641,-3326.936044332679,0.8402702212333679,0.8402702212333679,1176.1400995109725,4.172693891154935,1.388850748538971,6198.998968410537,2294.0222096289945
1750,-6.459961248063489,-9532.39497399128,2.1058168411254883,2.1058168411254883,3472.2681259810925,-2.1994181168400853,-3329.1354624495198,0.7169658541679382,0.7169658541679382,1176.8570653651404,4.260543131223404,1.38885098695755,6203.259511541761,2295.411060615952
1751,-5.527726622718971,-9537.922700613995,1.8154319524765012,1.8154319524765012,3474.083557933569,-1.2988771753999724,-3330.434339624919,0.4265810251235962,0.4265810251235962,1177.283646390264,4.228849447318998,1.388850927352905,6207.488360989077,2296.799911543305
1752,-5.628732828025189,-9543.551433442022,1.810783624649048,1.810783624649048,3475.894341558218,-1.3115574512041084,-3331.745897076123,0.4219327569007873,0.4219327569007873,1177.7055791471648,4.317175376821081,1.3888508677482607,6211.805536365899,2298.188762411053
1753,-5.546800688605072,-9549.098234130628,1.8077099323272705,1.8077099323272705,3477.7020514905453,-1.2852326036655086,-3333.0311296797886,0.41885906457901,0.41885906457901,1178.1244382117438,4.261568084939563,1.3888508677482605,6216.06710445084,2299.5776132788014
1754,-5.863900933799322,-9554.962135064428,1.80531108379364,1.80531108379364,3479.507362574339,-1.3527203588974317,-3334.383850038686,0.4164601564407348,0.4164601564407348,1178.5408983681846,4.511180574901891,1.388850927352905,6220.578285025742,2300.9664642061543
1755,-5.859051318070215,-9560.821186382496,1.8075122833251955,1.8075122833251955,3481.314874857664,-1.3570906891103276,-3335.7409407277964,0.4186612963676452,0.4186612963676452,1178.9595596645522,4.501960628959887,1.3888509869575503,6225.0802456547,2302.355315193112
1756,-6.062846977342724,-9566.884033359838,1.8237384557724,1.8237384557724,3483.1386133134365,-1.4457425897875054,-3337.186683317584,0.4348874986171722,0.4348874986171722,1179.3944471631694,4.6171043875552185,1.3888509571552277,6229.697350042254,2303.744166150267
1757,-6.070223558997046,-9572.954256918836,1.8881914615631104,1.8881914615631104,3485.026804775,-1.6052971976218031,-3338.791980515206,0.4993405044078827,0.4993405044078827,1179.8937876675773,4.464926361375243,1.3888509571552277,6234.16227640363,2305.133017107423
1758,-6.36548206915733,-9579.319738987992,1.8803926706314087,1.8803926706314087,3486.907197445631,-1.6639611467257285,-3340.455941661932,0.4915417730808258,0.4915417730808258,1180.385329440658,4.701520922431602,1.3888508975505829,6238.863797326059,2306.521868004973
1759,-6.354814863386309,-9585.67455385138,1.9393638372421265,1.9393638372421265,3488.846561282873,-1.803894641424563,-3342.259836303356,0.550512969493866,0.550512969493866,1180.935842410152,4.550920221961746,1.3888508677482605,6243.414717548025,2307.910718872721
1760,-5.351246018554805,-9591.025799869934,1.5543506145477295,1.5543506145477295,3490.400911897421,-0.5697744046654378,-3342.829610708022,0.1654996275901794,0.1654996275901794,1181.101342037742,4.781471613889368,1.38885098695755,6248.196189161912,2309.2995698596787
1761,-4.733980343123524,-9595.75978021306,1.3755502700805664,1.3755502700805664,3491.776462167501,0.0,-3342.829610708022,0.0,0.0,1181.101342037742,4.733980343123524,1.3755502700805664,6252.930169505038,2310.6751201297593
1762,-6.607111099763096,-9602.366891312822,1.9366017580032349,1.9366017580032349,3493.7130639255047,-1.8687636304424056,-3344.6983743384644,0.5477508902549744,0.5477508902549744,1181.6490929279971,4.738347469320691,1.3888508677482605,6257.668516974358,2312.0639709975076
1763,-3.859579290018155,-9606.22647060284,1.138737440109253,1.138737440109253,3494.851801365614,0.0,-3344.6983743384644,0.0,0.0,1181.6490929279971,3.859579290018155,1.138737440109253,6261.528096264376,2313.202708437617
1764,-1.1786881181056477,-9607.405158720943,0.8834545016288757,0.8834545016288757,3495.735255867243,0.0,-3344.6983743384644,0.0,0.0,1181.6490929279971,1.1786881181056477,0.8834545016288757,6262.706784382479,2314.0861629392457
1765,-0.8477985944880116,-9608.252957315432,0.6420895457267761,0.6420895457267761,3496.3773454129696,0.0,-3344.6983743384644,0.0,0.0,1181.6490929279971,0.8477985944880116,0.6420895457267761,6263.554582976967,2314.7282524849725
1766,-1.898270805490718,-9610.151228120923,1.4856932163238523,1.4856932163238523,3497.863038629293,-0.1237354210999865,-3344.822109759564,0.0968422815203666,0.0968422815203666,1181.7459352095177,1.7745353843907314,1.3888509348034856,6265.32911836136,2316.117103419775
1767,-1.709862070852512,-9611.861090191776,1.326149582862854,1.326149582862854,3499.1891882121563,0.0,-3344.822109759564,0.0,0.0,1181.7459352095177,1.709862070852512,1.326149582862854,6267.038980432213,2317.443253002639
1768,-1.4369324532011964,-9613.298022644978,1.1395413875579834,1.1395413875579834,3500.3287295997143,0.0,-3344.822109759564,0.0,0.0,1181.7459352095177,1.4369324532011964,1.1395413875579834,6268.475912885415,2318.582794390197
1769,-5.0193481898119,-9618.31737083479,1.6645474433898926,1.6645474433898926,3501.993277043104,-0.8313472909150392,-3345.653457050479,0.2756965458393097,0.2756965458393097,1182.0216317553568,4.188000898896862,1.3888508975505829,6272.66391378431,2319.9716452877474
1770,-5.789743375562966,-9624.107114210352,2.039968252182007,2.039968252182007,3504.033245295286,-1.8479707092697253,-3347.501427759749,0.651117205619812,0.651117205619812,1182.6727489609766,3.941772666293241,1.3888510465621948,6276.605686450603,2321.3604963343096
1771,-12.25905209991115,-9636.366166310265,4.063975811004639,4.063975811004639,3508.097221106291,-8.069560204286972,-3355.570987964036,2.6751251220703125,2.6751251220703125,1185.347874083047,4.189491895624178,1.3888506889343262,6280.795178346229,2322.749347023244
1772,-8.013454673555316,-9644.379620983818,2.822456359863281,2.822456359863281,3510.919677466154,-4.070259923312741,-3359.6412478873485,1.4336053133010864,1.4336053133010864,1186.781479396348,3.943194750242575,1.3888510465621944,6284.73837309647,2324.138198069806
1773,-8.320835782891754,-9652.70045676671,2.720851421356201,2.720851421356201,3513.6405288875103,-4.0734886494088185,-3363.7147365367573,1.332000494003296,1.332000494003296,1188.1134798903513,4.247347133482935,1.3888509273529053,6288.985720229953,2325.527048997159
1774,-6.609301741987261,-9659.309758508698,2.1058168411254883,2.1058168411254883,3515.746345728636,-2.250263961776424,-3365.9650004985338,0.7169658541679382,0.7169658541679382,1188.8304457445192,4.359037780210837,1.38885098695755,6293.344758010164,2326.9158999841165
1775,-5.824216740820156,-9665.13397524952,1.9143627882003784,1.9143627882003784,3517.660708516836,-1.5988061258859034,-3367.56380662442,0.5255118608474731,0.5255118608474731,1189.3559576053667,4.225410614934253,1.3888509273529053,6297.5701686251,2328.3047509114695
1776,-7.502492570461374,-9672.63646781998,2.470982789993286,2.470982789993286,3520.131691306829,-3.2856102637651925,-3370.849416888185,1.0821318626403809,1.0821318626403809,1190.438089468007,4.216882306696181,1.3888509273529053,6301.787050931796,2329.693601838822
1777,-5.933752581133831,-9678.570220401114,1.8077099323272705,1.8077099323272705,3521.9394012391567,-1.3748920697699418,-3372.2243089579547,0.41885906457901,0.41885906457901,1190.856948532586,4.558860511363889,1.3888508677482605,6306.345911443159,2331.0824527065706
1778,-6.318336893949148,-9684.888557295064,2.025383234024048,2.025383234024048,3523.9647844731808,-1.9857107945169103,-3374.2100197524715,0.6365322470664978,0.6365322470664978,1191.4934807796526,4.332626099432238,1.38885098695755,6310.6785375425925,2332.471303693528
1779,-6.281929033431136,-9691.170486328496,1.807512044906616,1.807512044906616,3525.7722965180874,-1.455039022141879,-3375.665058774613,0.4186612963676452,0.4186612963676452,1191.9121420760202,4.826890011289257,1.3888507485389707,6315.505427553882,2333.860154442067
1780,-6.390470124718921,-9697.560956453215,1.8237384557724,1.8237384557724,3527.59603497386,-1.5238673947400454,-3377.1889261693536,0.4348874986171722,0.4348874986171722,1192.3470295746374,4.866602729978876,1.3888509571552277,6320.372030283861,2335.2490053992224
1781,-6.529808086013493,-9704.090764539227,1.9153337478637693,1.9153337478637693,3529.511368721724,-1.7948997628840744,-3378.983825932238,0.526482880115509,0.526482880115509,1192.873512454753,4.734908323129419,1.3888508677482603,6325.106938606989,2336.637856266971
1782,-12.96502567171589,-9717.055790210945,3.893341302871704,3.893341302871704,3533.4047100245957,-8.3400804239066,-3387.323906356145,2.504490375518799,2.504490375518799,1195.3780028302715,4.62494524780929,1.3888509273529053,6329.7318838548,2338.0267071943244
1783,-30.24875020831193,-9747.304540419256,9.21372413635254,9.21372413635254,3542.618434160948,-25.68913999754174,-3413.013046353686,7.824872970581055,7.824872970581055,1203.2028758008528,4.559610210770188,1.3888511657714862,6334.29149406557,2339.415558360095
1784,-6.1709731927180655,-9753.475513611977,1.7826634645462036,1.7826634645462036,3544.401097625494,-1.3632446958169453,-3414.376291049503,0.3938125371932983,0.3938125371932983,1203.596688338046,4.80772849690112,1.3888509273529053,6339.099222562474,2340.804409287448
1785,-5.33079397309751,-9758.806307585071,1.6006882190704346,1.6006882190704346,3546.0017858445644,-0.7054848235548965,-3415.0817758730577,0.2118373364210128,0.2118373364210128,1203.808525674467,4.6253091495426135,1.3888508826494217,6343.724531712014,2342.1932601700973
1786,-1.6280115140074258,-9760.434319099078,1.1747519969940186,1.1747519969940186,3547.1765378415585,0.0,-3415.0817758730577,0.0,0.0,1203.808525674467,1.6280115140074258,1.1747519969940186,6345.352543226021,2343.3680121670914
1787,-1.252949680217921,-9761.687268779297,0.9328054189682008,0.9328054189682008,3548.1093432605267,0.0,-3415.0817758730577,0.0,0.0,1203.808525674467,1.252949680217921,0.9328054189682008,6346.605492906239,2344.3008175860596
1788,-1.9090190488728849,-9763.59628782817,1.514803409576416,1.514803409576416,3549.624146670103,-0.1587305847110154,-3415.240506457769,0.1259524524211883,0.1259524524211883,1203.9344781268885,1.7502884641618695,1.3888509571552277,6348.355781370401,2345.689668543215
1789,-1.797760063728583,-9765.394047891898,1.4604482650756836,1.4604482650756836,3551.0845949351788,-0.0881338407333217,-3415.3286402985023,0.0715973824262619,0.0715973824262619,1204.0060755093143,1.7096262229952615,1.3888508826494217,6350.065407593395,2347.078519425864
1790,-0.9174441371747036,-9766.311492029072,0.7631301283836365,0.7631301283836365,3551.8477250635624,0.0,-3415.3286402985023,0.0,0.0,1204.0060755093143,0.9174441371747036,0.7631301283836365,6350.98285173057,2347.841649554248
1791,-1.20118371378724,-9767.51267574286,0.980359137058258,0.980359137058258,3552.8280842006207,0.0,-3415.3286402985023,0.0,0.0,1204.0060755093143,1.20118371378724,0.980359137058258,6352.184035444358,2348.822008691306
1792,-3.932639415416156,-9771.445315158277,1.3571597337722778,1.3571597337722778,3554.185243934393,0.0,-3415.3286402985023,0.0,0.0,1204.0060755093143,3.932639415416156,1.3571597337722778,6356.116674859774,2350.1791684250784
1793,-4.684250996905029,-9776.12956615518,1.7033332586288452,1.7033332586288452,3555.888577193022,-0.8648419409561029,-3416.1934822394583,0.3144823014736175,0.3144823014736175,1204.3205578107882,3.819409055948926,1.3888509571552277,6359.936083915722,2351.5680193822336
1794,-6.3462091318915546,-9782.47577528707,2.27625036239624,2.27625036239624,3558.164827555418,-2.4740784022639746,-3418.667560641722,0.8873993754386902,0.8873993754386902,1205.2079571862268,3.87213072962758,1.3888509869575496,6363.808214645348,2352.956870369191
1795,-6.76454511582524,-9789.240320402896,2.3931260108947754,2.3931260108947754,3560.557953566313,-2.8387411773513347,-3421.506301819073,1.0042752027511597,1.0042752027511597,1206.212232388978,3.9258039384739054,1.3888508081436157,6367.734018583823,2354.345721177335
1796,-6.03367550371986,-9795.273995906617,2.1709256172180176,2.1709256172180176,3562.728879183531,-2.1736287134936902,-3423.679930532567,0.7820748686790466,0.7820748686790466,1206.994307257657,3.86004679022617,1.388850748538971,6371.594065374049,2355.7345719258738
1797,-6.363482063624633,-9801.637477970242,2.229120969772339,2.229120969772339,3564.958000153303,-2.398723315334973,-3426.078653847902,0.8402702212333679,0.8402702212333679,1207.8345774788904,3.96475874828966,1.388850748538971,6375.5588241223395,2357.1234226744127
1798,-6.200622308291031,-9807.838100278534,2.1058168411254883,2.1058168411254883,3567.0638169944286,-2.1111211842991,-3428.189775032201,0.7169658541679382,0.7169658541679382,1208.5515433330584,4.089501123991932,1.38885098695755,6379.648325246333,2358.5122736613703
1799,-7.227115868326791,-9815.06521614686,2.574568748474121,2.574568748474121,3569.6383857429028,-3.328448595845839,-3431.5182236280466,1.1857178211212158,1.1857178211212158,1209.7372611541796,3.898667272480952,1.3888509273529053,6383.546992518814,2359.901124588723
1800,-5.204604284381791,-9820.269820431242,1.810783624649048,1.810783624649048,3571.449169367552,-1.212730775879565,-3432.7309544039263,0.4219327569007873,0.4219327569007873,1210.1591939110804,3.991873508502226,1.3888508677482607,6387.538866027316,2361.2899754564714
1801,-5.239480244818788,-9825.50930067606,1.8077099323272705,1.8077099323272705,3573.256879299879,-1.2140243024661346,-3433.944978706392,0.41885906457901,0.41885906457901,1210.5780529756594,4.025455942352654,1.3888508677482605,6391.5643219696685,2362.6788263242197
1802,-5.354153464485595,-9830.863454140546,1.80531108379364,1.80531108379364,3575.0621903836727,-1.2351287100237944,-3435.180107416416,0.4164601564407348,0.4164601564407348,1210.9945131321,4.119024754461801,1.388850927352905,6395.68334672413,2364.0676772515726
1803,-5.204007043525508,-9836.067461184071,1.8075122833251955,1.8075122833251955,3576.869702666998,-1.2053674087222588,-3436.3854748251383,0.4186612963676452,0.4186612963676452,1211.4131744284678,3.99863963480325,1.3888509869575503,6399.6819863589335,2365.45652823853
1804,-5.374709242844802,-9841.442170426915,1.8237384557724,1.8237384557724,3578.6934411227703,-1.2816497083208562,-3437.667124533459,0.4348874986171722,0.4348874986171722,1211.848061927085,4.093059534523946,1.3888509571552277,6403.775045893456,2366.8453791956854
1805,-5.46635447329874,-9846.908524900216,1.8881914615631104,1.8881914615631104,3580.5816325843334,-1.4456013739704416,-3439.1127259074296,0.4993405044078827,0.4993405044078827,1212.3474024314928,4.020753099328298,1.3888509571552277,6407.795798992787,2368.2342301528406
1806,-6.18460832330796,-9853.093133223523,2.020210266113281,2.020210266113281,3582.6018428504467,-1.9328235244061336,-3441.045549431836,0.6313592791557312,0.6313592791557312,1212.9787617106483,4.251784798901826,1.3888509869575496,6412.047583791687,2369.623081139798
1807,-11.43559999471072,-9864.528733218236,3.88346791267395,3.88346791267395,3586.4853107631207,-7.345868194739949,-3448.391417626576,2.494616985321045,2.494616985321045,1215.4733786959696,4.089731799970772,1.3888509273529053,6416.13731559166,2371.011932067151
1808,-5.34199224253595,-9869.870725460773,1.8533931970596316,1.8533931970596316,3588.3387039601803,-1.3389394999000617,-3449.730357126476,0.4645422697067261,0.4645422697067261,1215.9379209656763,4.003052742635888,1.3888509273529055,6420.140368334296,2372.400782994504
1809,-5.190739429664943,-9875.061464890436,1.7156225442886353,1.7156225442886353,3590.054326504469,-0.9886710487350948,-3450.7190281752105,0.32677161693573,0.32677161693573,1216.264692582612,4.202068380929848,1.3888509273529053,6424.342436715226,2373.789633921857
1810,-5.098891338676731,-9880.160356229117,1.6984397172927856,1.6984397172927856,3591.7527662217617,-0.9294171051179204,-3451.6484452803284,0.3095886707305908,0.3095886707305908,1216.5742812533426,4.169474233558811,1.3888510465621948,6428.511910948788,2375.178484968419
1811,-5.493870296977184,-9885.654226526092,1.7564443349838257,1.7564443349838257,3593.509210556745,-1.149771977347655,-3452.798217257676,0.3675934076309204,0.3675934076309204,1216.9418746609736,4.34409831962953,1.3888509273529053,6432.8560092684165,2376.5673358957715
1812,-5.412062852196035,-9891.066289378288,1.7160356044769287,1.7160356044769287,3595.2252461612225,-1.0318808310937018,-3453.8300980887693,0.3271847367286682,0.3271847367286682,1217.2690593977022,4.380182021102334,1.3888508677482605,6437.236191289519,2377.9561867635202
1813,-2.194222498578351,-9893.260511876866,1.783021092414856,1.783021092414856,3597.0082672536373,-0.4850738910121161,-3454.3151719797816,0.3941701352596283,0.3941701352596283,1217.663229532962,1.7091486075662348,1.3888509571552277,6438.9453398970845,2379.3450377206755
1814,-2.21097298123732,-9895.471484858104,1.8295469284057615,1.8295469284057615,3598.837814182043,-0.5325728114097881,-3454.8477447911914,0.4406960010528564,0.4406960010528564,1218.1039255340147,1.6784001698275317,1.388850927352905,6440.623740066912,2380.7338886480284
1815,-5.940719491953224,-9901.412204350056,2.0556797981262207,2.0556797981262207,3600.8934939801693,-1.9270722307000483,-3456.7748170218915,0.6668288707733154,0.6668288707733154,1218.770754404788,4.013647261253175,1.3888509273529053,6444.637387328165,2382.1227395753813
1816,-6.020813639878406,-9907.433017989935,2.1326334476470947,2.1326334476470947,3603.026127427816,-2.099833781217402,-3458.874650803109,0.7437824606895447,0.7437824606895447,1219.5145368654776,3.9209798586610036,1.38885098695755,6448.558367186826,2383.5115905623384
1817,-6.151701691114294,-9913.58471968105,2.1506383419036865,2.1506383419036865,3605.17676576972,-2.179022397436457,-3461.0536732005453,0.761787474155426,0.761787474155426,1220.276324339633,3.972679293677837,1.3888508677482605,6452.531046480504,2384.900441430087
1818,-6.711786718359281,-9920.296506399409,2.324725866317749,2.324725866317749,3607.501491636038,-2.701992655337055,-3463.7556658558824,0.935874879360199,0.935874879360199,1221.2121992189932,4.009794063022227,1.38885098695755,6456.540840543526,2386.2892924170446
1819,-7.527736964632458,-9927.82424336404,2.834264278411865,2.834264278411865,3610.3357559144497,-3.8389826903767696,-3467.594648546259,1.44541335105896,1.44541335105896,1222.6576125700522,3.6887542742556887,1.3888509273529048,6460.229594817782,2387.6781433443975
1820,-9.531420828764082,-9937.355664192804,3.3377466201782227,3.3377466201782227,3613.673502534628,-5.565355229303077,-3473.160003775562,1.948895573616028,1.948895573616028,1224.6065081436682,3.966065599461005,1.3888510465621946,6464.195660417243,2389.0669943909597
1821,-9.520236416120497,-9946.875900608924,3.427196502685547,3.427196502685547,3617.1006990373135,-5.662217297944108,-3478.822221073506,2.0383455753326416,2.0383455753326416,1226.6448537190008,3.858019118176389,1.3888509273529053,6468.053679535418,2390.4558453183126
1822,-7.702134196655243,-9954.57803480558,2.6075501441955566,2.6075501441955566,3619.708249181509,-3.599772138409526,-3482.421993211916,1.218699336051941,1.218699336051941,1227.8635530550528,4.102362058245717,1.3888508081436157,6472.156041593664,2391.8446961264563
1823,-5.451875719726256,-9960.029910525303,1.8154319524765012,1.8154319524765012,3621.5236811339855,-1.2810541147902466,-3483.703047326706,0.4265810251235962,0.4265810251235962,1228.2901340801764,4.170821604936009,1.388850927352905,6476.3268631985975,2393.233547053809
1824,-5.065517633851081,-9965.095428159157,1.810783624649048,1.810783624649048,3623.3344647586346,-1.1803220369253344,-3484.883369363631,0.4219327569007873,0.4219327569007873,1228.7120668370771,3.8851955969257466,1.3888508677482607,6480.212058795525,2394.6223979215574
1825,-5.543116428555276,-9970.638544587711,1.8077099323272705,1.8077099323272705,3625.142174690962,-1.2843789347846153,-3486.1677482984155,0.41885906457901,0.41885906457901,1229.1309259016562,4.258737493770661,1.3888508677482605,6484.470796289295,2396.0112487893057
1826,-5.520116695785722,-9976.158661283496,1.80531108379364,1.80531108379364,3626.947485774756,-1.2734141183795298,-3487.441162416795,0.4164601564407348,0.4164601564407348,1229.547386058097,4.246702577406192,1.388850927352905,6488.717498866701,2397.400099716659
1827,-5.592352545333293,-9981.751013828827,1.8075122833251955,1.8075122833251955,3628.7549980580807,-1.295317135401698,-3488.7364795521967,0.4186612963676452,0.4186612963676452,1229.9660473544643,4.2970354099315955,1.3888509869575503,6493.01453427663,2398.788950703616
1828,-6.041794774628125,-9987.792808603455,1.8237384557724,1.8237384557724,3630.578736513853,-1.4407224950717592,-3490.177202047269,0.4348874986171722,0.4348874986171722,1230.4009348530817,4.601072279556366,1.3888509571552277,6497.615606556186,2400.1778016607714
1829,-6.114082187055495,-9993.906890790511,1.8881914615631104,1.8881914615631104,3632.466927975416,-1.6168958038394294,-3491.794097851108,0.4993405044078827,0.4993405044078827,1230.9002753574896,4.497186383216066,1.3888509571552277,6502.112792939403,2401.5666526179266
1830,-10.248406940510662,-10004.155297731024,3.109285831451416,3.109285831451416,3635.576213806868,-5.670664275461544,-3497.464762126569,1.7204347848892212,1.7204347848892212,1232.6207101423788,4.577742665049119,1.3888510465621948,6506.690535604455,2402.9555036644892
1831,-5.755808166865306,-10009.911105897889,1.781885862350464,1.781885862350464,3637.358099669218,-1.269572690363172,-3498.7343348169325,0.3930349349975586,0.3930349349975586,1233.0137450773764,4.4862354765021335,1.3888509273529055,6511.176771080956,2404.3443545918417
1832,-5.698495979124361,-10015.609601877011,1.7312071323394775,1.7312071323394775,3639.0893068015575,-1.126910666298276,-3499.861245483231,0.342356264591217,0.342356264591217,1233.3561013419676,4.571585312826085,1.3888508677482605,6515.74835639378,2405.73320545959
1833,-1.7793562506361922,-10017.388958127647,1.3472535610198977,1.3472535610198977,3640.4365603625774,0.0,-3499.861245483231,0.0,0.0,1233.3561013419676,1.7793562506361922,1.3472535610198977,6517.527712644416,2407.08045902061
1834,-1.7827757489778415,-10019.171733876628,1.338276505470276,1.338276505470276,3641.774836868048,0.0,-3499.861245483231,0.0,0.0,1233.3561013419676,1.7827757489778415,1.338276505470276,6519.3104883933975,2408.4187355260806
1835,-1.2245158346238667,-10020.39624971125,0.9423433542251588,0.9423433542251588,3642.717180222273,0.0,-3499.861245483231,0.0,0.0,1233.3561013419676,1.2245158346238667,0.9423433542251588,6520.535004228019,2409.3610788803053
1836,-1.1295569840958326,-10021.525806695345,0.8942058682441711,0.8942058682441711,3643.611386090517,0.0,-3499.861245483231,0.0,0.0,1233.3561013419676,1.1295569840958326,0.8942058682441711,6521.664561212114,2410.2552847485495
1837,-0.9098718553971024,-10022.435678550744,0.7528511881828308,0.7528511881828308,3644.3642372787,0.0,-3499.861245483231,0.0,0.0,1233.3561013419676,0.9098718553971024,0.7528511881828308,6522.574433067513,2411.0081359367323
1838,-0.9653077734416796,-10023.400986324184,0.8260065317153931,0.8260065317153931,3645.1902438104153,0.0,-3499.861245483231,0.0,0.0,1233.3561013419676,0.9653077734416796,0.8260065317153931,6523.5397408409535,2411.8341424684477
1839,-3.310681040691179,-10026.711667364876,1.1114931106567385,1.1114931106567385,3646.301736921072,0.0,-3499.861245483231,0.0,0.0,1233.3561013419676,3.310681040691179,1.1114931106567385,6526.850421881645,2412.9456355791044
1840,-4.442463764170467,-10031.154131129046,1.547529935836792,1.547529935836792,3647.849266856909,-0.4555166961744514,-3500.316762179405,0.1586790084838867,0.1586790084838867,1233.5147803504517,3.986947067996016,1.3888509273529053,6530.83736894964,2414.3344865064573
1841,-19.876820742070173,-10051.030951871116,7.092687606811523,7.092687606811523,3654.94195446372,-15.984649919460786,-3516.3014120988664,5.703836441040039,5.703836441040039,1239.2186167914915,3.892170822609387,1.3888511657714844,6534.72953977225,2415.7233376722284
1842,-6.493928026731525,-10057.524879897848,2.4179627895355225,2.4179627895355225,3657.359917253256,-2.763888212386473,-3519.065300311253,1.0291119813919067,1.0291119813919067,1240.2477287728834,3.730039814345052,1.3888508081436157,6538.459579586595,2417.1121884803724
1843,-6.662773007653353,-10064.1876529055,2.3477375507354736,2.3477375507354736,3659.7076548039913,-2.7212766623002005,-3521.786576973553,0.9588865041732788,0.9588865041732788,1241.2066152770567,3.9414963453531526,1.3888510465621948,6542.401075931948,2418.5010395269346
1844,-7.030631143078002,-10071.218284048578,2.5024776458740234,2.5024776458740234,3662.210132449865,-3.128698618611301,-3524.915275592165,1.1136267185211182,1.1136267185211182,1242.3202419955778,3.9019325244667016,1.3888509273529053,6546.303008456413,2419.889890454287
1845,-6.916970445878315,-10078.135254494457,2.450208902359009,2.450208902359009,3664.660341352224,-2.9962269263725148,-3527.911502518537,1.0613579750061035,1.0613579750061035,1243.381599970584,3.9207435195058,1.3888509273529053,6550.22375197592,2421.27874138164
1846,-8.240553307930501,-10086.375807802387,2.8694536685943604,2.8694536685943604,3667.5297950208183,-4.252024053692897,-3532.16352657223,1.480602741241455,1.480602741241455,1244.8622027118254,3.988529254237604,1.3888509273529053,6554.212281230158,2422.667592308993
1847,-5.533615878198423,-10091.909423680589,1.9143627882003784,1.9143627882003784,3669.444157809019,-1.5190332637101165,-3533.68255983594,0.5255118608474731,0.5255118608474731,1245.3877145726728,4.014582614488306,1.3888509273529053,6558.2268638446485,2424.0564432363462
1848,-5.243552305411246,-10097.152975986,1.810783624649048,1.810783624649048,3671.254941433668,-1.2218060986478614,-3534.904365934588,0.4219327569007873,0.4219327569007873,1245.8096473295736,4.0217462067633845,1.3888508677482607,6562.2486100514125,2425.4452941040945
1849,-5.37868938945403,-10102.531665375453,1.8077099323272705,1.8077099323272705,3673.0626513659954,-1.2462800371603977,-3536.1506459717484,0.41885906457901,0.41885906457901,1246.2285063941526,4.1324093522936325,1.3888508677482605,6566.381019403704,2426.8341449718428
