time_step,reward,cumulative_reward,grid_import_Building_3_kwh,grid_import_kwh,cumulative_grid_import_kwh
69,-2.9750475883483887,-151.7487651259413,1.1900190114974976,1.1900190114974976,60.85064222663641
70,-1.0899527072906494,-152.83871783323195,0.4359810948371887,0.4359810948371887,61.2866233214736
71,-1.066862940788269,-153.90558077402022,0.4267451763153076,0.4267451763153076,61.713368497788906
72,-1.0552011728286743,-154.9607819468489,0.42208048701286316,0.42208048701286316,62.13544898480177
73,-1.0475046634674072,-156.0082866103163,0.41900184750556946,0.41900184750556946,62.55445083230734
74,-1.041507363319397,-157.0497939736357,0.4166029393672943,0.4166029393672943,62.97105377167463
75,-1.0470744371414185,-158.09686841077712,0.4188297688961029,0.4188297688961029,63.389883540570736
76,-1.0879008769989014,-159.18476928777602,0.4351603388786316,0.4351603388786316,63.82504387944937
77,-1.319380283355713,-160.50414957113173,0.5277521014213562,0.5277521014213562,64.35279598087072
78,-4.758262634277344,-165.26241220540908,1.9033050537109375,1.9033050537109375,66.25610103458166
79,-1.5103764533996582,-166.77278865880874,0.6041505932807922,0.6041505932807922,66.86025162786245
80,-4.037595330102439,-170.81038398891118,1.572028636932373,1.572028636932373,68.43228026479483
81,-1.3400636911392212,-172.1504476800504,0.5360254645347595,0.5360254645347595,68.96830572932959
82,-2.350620071738058,-174.50106775178847,0.9273760914802551,0.9273760914802551,69.89568182080984
83,0.0,-174.50106775178847,0.0,0.0,69.89568182080984
84,-0.6835018992424011,-175.18456965103087,0.6835018992424011,0.6835018992424011,70.57918372005224
85,0.0,-175.18456965103087,0.0,0.0,70.57918372005224
86,0.0,-175.18456965103087,0.0,0.0,70.57918372005224
87,-0.36212795972824097,-175.5466976107591,0.1448511779308319,0.1448511779308319,70.72403489798307
88,-0.5793278813362122,-176.12602549209532,0.23173114657402039,0.23173114657402039,70.9557660445571
89,-1.123155117034912,-177.24918060913024,0.4492620527744293,0.4492620527744293,71.40502809733152
90,-2.17366361618042,-179.42284422531066,0.8694654703140259,0.8694654703140259,72.27449356764555
91,-1.8159537315368652,-181.23879795684752,0.7263814806938171,0.7263814806938171,73.00087504833937
92,-1.9016368389129639,-183.14043479576048,0.7606547474861145,0.7606547474861145,73.76152979582548
93,-2.0413296222686768,-185.18176441802916,0.8165318369865417,0.8165318369865417,74.57806163281202
94,-2.407865524291992,-187.58962994232115,0.9631462097167969,0.9631462097167969,75.54120784252882
95,-1.3163723945617676,-188.90600233688292,0.5265489816665649,0.5265489816665649,76.06775682419538
96,-1.1318094730377197,-190.03781180992064,0.45272377133369446,0.45272377133369446,76.52048059552908
97,-1.0450342273241857,-191.08284603724482,0.41699478030204773,0.41699478030204773,76.93747537583113
98,-1.0699821403584984,-192.1528281776033,0.4166029393672943,0.4166029393672943,77.35407831519842
99,-1.1053892770909517,-193.25821745469426,0.4188297688961029,0.4188297688961029,77.77290808409452
100,-1.1618743310733635,-194.42009178576762,0.4351603388786316,0.4351603388786316,78.20806842297316
101,-1.398734699662858,-195.8188264854305,0.5277521014213562,0.5277521014213562,78.73582052439451
102,-1.171138350358058,-196.98996483578856,0.45453962683677673,0.45453962683677673,79.19036015123129
103,-0.7252167385432812,-197.71518157433184,0.28944581747055054,0.28944581747055054,79.47980596870184
104,-0.08146637329490432,-197.79664794762675,0.07478106021881104,0.07478106021881104,79.55458702892065
105,-0.41550798493827307,-198.21215593256503,0.38099831342697144,0.38099831342697144,79.93558534234762
106,0.0,-198.21215593256503,0.0,0.0,79.93558534234762
107,0.0,-198.21215593256503,0.0,0.0,79.93558534234762
108,-1.2330529300040856,-199.4452088625691,0.4752724766731262,0.4752724766731262,80.41085781902075
109,-0.02610599249601364,-199.47131485506512,0.010442396625876427,0.010442396625876427,80.42130021564662
110,-0.20322155952453613,-199.67453641458965,0.08128862082958221,0.08128862082958221,80.5025888364762
111,-0.6643579921550554,-200.3388944067447,0.26349326968193054,0.26349326968193054,80.76608210615814
112,-0.6819030046463013,-201.02079741139102,0.27276119589805603,0.27276119589805603,81.0388433020562
113,-0.9357847571372986,-201.9565821685283,0.9357847571372986,0.9357847571372986,81.97462805919349
114,-4.027551174163818,-205.98413334269213,1.6110204458236694,1.6110204458236694,83.58564850501716
115,-7.305345058441162,-213.2894784011333,2.922137975692749,2.922137975692749,86.50778648070991
116,-3.937962293624878,-217.22744069475817,1.575184941291809,1.575184941291809,88.08297142200172
117,-1.1128168741466877,-218.34025756890486,0.4430446922779083,0.4430446922779083,88.52601611427963
118,-1.8730151400261394,-220.213272708931,0.7095414996147156,0.7095414996147156,89.23555761389434
119,-1.1229040329075701,-221.33617674183856,0.4267451763153076,0.4267451763153076,89.66230279020965
120,-1.0940181217700267,-222.4301948636086,0.42208048701286316,0.42208048701286316,90.08438327722251
121,-1.0837921171014462,-223.51398698071003,0.41900184750556946,0.41900184750556946,90.50338512472808
122,-1.1311350333400505,-224.6451220140501,0.4166029393672943,0.4166029393672943,90.91998806409538
123,-1.1169809164390245,-225.7621029304891,0.39715519547462463,0.39715519547462463,91.31714325957
124,-1.2172409274331737,-226.9793438579223,0.4351603388786316,0.4351603388786316,91.75230359844863
125,-1.4128905154283302,-228.39223437335062,0.49980950355529785,0.49980950355529785,92.25211310200393
126,-22.474544050791035,-250.86677842414164,7.95553731918335,7.95553731918335,100.20765042118728
127,-1.9382563779364015,-252.80503480207804,0.726179301738739,0.726179301738739,100.93382972292602
128,-2.0428025428654717,-254.8478373449435,0.7179716229438782,0.7179716229438782,101.6518013458699
129,-2.3575468779986295,-257.20538422294214,0.8601863980293274,0.8601863980293274,102.51198774389923
130,-1.3679386087045713,-258.5733228316467,0.5035064816474915,0.5035064816474915,103.01549422554672
131,0.0,-258.5733228316467,0.0,0.0,103.01549422554672
132,0.0,-258.5733228316467,0.0,0.0,103.01549422554672
133,0.0,-258.5733228316467,0.0,0.0,103.01549422554672
134,0.0,-258.5733228316467,0.0,0.0,103.01549422554672
135,0.0,-258.5733228316467,0.0,0.0,103.01549422554672
136,0.0,-258.5733228316467,0.0,0.0,103.01549422554672
137,-0.6672430345549666,-259.2405658662017,0.2504032850265503,0.2504032850265503,103.26589751057327
138,-2.238732019091397,-261.4792978852931,0.8255406022071838,0.8255406022071838,104.09143811278045
139,-1.8989794724045246,-263.3782773576976,0.7258524894714355,0.7258524894714355,104.81729060225189
140,-6.224691504737317,-269.6029688624349,2.33231782913208,2.33231782913208,107.14960843138397
141,-2.1439417163360606,-271.746910578771,0.8165318369865417,0.8165318369865417,107.96614026837051
142,-1.2044894427088138,-272.9514000214798,0.4359810948371887,0.4359810948371887,108.4021213632077
143,-1.173452645916768,-274.12485266739657,0.4267451763153076,0.4267451763153076,108.828866539523
144,-1.1169380934831794,-275.2417907608797,0.42208048701286316,0.42208048701286316,109.25094702653587
145,-1.7541130772259976,-276.99590383810573,0.6382042765617371,0.6382042765617371,109.8891513030976
146,-1.779175443396601,-278.7750792815023,0.6358053684234619,0.6358053684234619,110.52495667152107
147,-1.818516412607278,-280.5935956941096,0.6163576245307922,0.6163576245307922,111.14131429605186
148,-1.37017172849833,-281.96376742260793,0.4790008068084717,0.4790008068084717,111.62031510286033
149,-1.434050324954967,-283.3978177475629,0.49980950355529785,0.49980950355529785,112.12012460641563
150,-3.8418830692635235,-287.2397008168264,1.3362847566604614,1.3362847566604614,113.45640936307609
151,-2.3084879215438754,-289.5481887383703,0.8081795573234558,0.8081795573234558,114.26458892039955
152,-1.9727030890611483,-291.52089182743146,0.6523128747940063,0.6523128747940063,114.91690179519355
153,-0.6430041501394725,-292.1638959775709,0.5634915232658386,0.5634915232658386,115.48039331845939
154,-0.7782350142128772,-292.9421309917838,0.6554216146469116,0.6554216146469116,116.1358149331063
155,-2.564258017800785,-295.5063890095846,0.8498302102088928,0.8498302102088928,116.9856451433152
156,-3.875270537979191,-299.3816595475638,1.3105874061584473,1.3105874061584473,118.29623254947364
157,-0.6706295602929458,-300.0522891078567,0.23381195962429047,0.23381195962429047,118.53004450909793
158,-0.22099014642640452,-300.2732792542831,0.07959994673728943,0.07959994673728943,118.60964445583522
159,0.0,-300.2732792542831,0.0,0.0,118.60964445583522
160,-0.7270530559758754,-301.000332310259,0.2740758955478668,0.2740758955478668,118.88372035138309
161,-2.0825740813295854,-303.0829063915886,0.7513231039047241,0.7513231039047241,119.63504345528781
162,-4.980771622730996,-308.0636780143196,1.8132129907608032,1.8132129907608032,121.44825644604862
163,-3.247676311324767,-311.31135432564434,1.2003145217895508,1.2003145217895508,122.64857096783817
164,-2.9884639086512834,-314.2998182342956,1.0705604553222656,1.0705604553222656,123.71913142316043
165,-3.1584577294754577,-317.4582759637711,1.1900190114974976,1.1900190114974976,124.90915043465793
166,-1.1846904688003028,-318.64296643257137,0.4359810948371887,0.4359810948371887,125.34513152949512
167,-1.0805666676893113,-319.7235331002607,0.4267451763153076,0.4267451763153076,125.77187670581043
168,-1.1604922185322681,-320.88402531879296,0.42208048701286316,0.42208048701286316,126.19395719282329
169,-1.155813157504129,-322.0398384762971,0.41900184750556946,0.41900184750556946,126.61295904032886
170,-1.1219196773084983,-323.1617581536056,0.4166029393672943,0.4166029393672943,127.02956197969615
171,-1.1643126776641073,-324.3260708312697,0.4188297688961029,0.4188297688961029,127.44839174859226
172,-1.1937351528785636,-325.51980598414826,0.4351603388786316,0.4351603388786316,127.88355208747089
173,-1.418694232912325,-326.9385002170606,0.49980950355529785,0.49980950355529785,128.3833615910262
174,-3.5146823048244267,-330.453182521885,1.2004138231277466,1.2004138231277466,129.58377541415393
175,-0.79911001356395,-331.252292535449,0.7095775604248047,0.7095775604248047,130.29335297457874
176,-0.6424001752503727,-331.89469271069936,0.5481573939323425,0.5481573939323425,130.84151036851108
177,-0.35163452167712705,-332.2463272323765,0.3020378053188324,0.3020378053188324,131.1435481738299
178,-0.1708452516605708,-332.41717248403705,0.14137595891952515,0.14137595891952515,131.28492413274944
179,0.0,-332.41717248403705,0.0,0.0,131.28492413274944
180,0.0,-332.41717248403705,0.0,0.0,131.28492413274944
181,0.0,-332.41717248403705,0.0,0.0,131.28492413274944
182,0.0,-332.41717248403705,0.0,0.0,131.28492413274944
183,0.0,-332.41717248403705,0.0,0.0,131.28492413274944
184,0.0,-332.41717248403705,0.0,0.0,131.28492413274944
185,-1.1297183582970318,-333.5468908423341,0.4244701564311981,0.4244701564311981,131.70939428918064
186,-1.6252874820891066,-335.1721783244232,0.5991981029510498,0.5991981029510498,132.3085923921317
187,-4.1149372571803955,-339.2871155816036,1.4769612550735474,1.4769612550735474,133.78555364720523
188,-4.980516487678506,-344.2676320692821,1.8161715269088745,1.8161715269088745,135.6017251741141
189,-3.614221850708016,-347.88185391999014,1.3136054277420044,1.3136054277420044,136.9153306018561
190,-3.312463693978316,-351.19431761396845,1.1815381050109863,1.1815381050109863,138.0968687068671
191,-1.906813209729156,-353.1011308236976,0.675284743309021,0.675284743309021,138.77215345017612
192,-1.1761793113159644,-354.2773101350136,0.42208048701286316,0.42208048701286316,139.19423393718898
193,-1.1856757155404543,-355.46298585055405,0.41900184750556946,0.41900184750556946,139.61323578469455
194,-1.183591647350818,-356.64657749790484,0.4166029393672943,0.4166029393672943,140.02983872406185
195,-1.2649274238669703,-357.91150492177184,0.4188297688961029,0.4188297688961029,140.44866849295795
196,-1.3184718019463693,-359.2299767237182,0.4351603388786316,0.4351603388786316,140.88382883183658
197,-1.4709987913783684,-360.70097551509656,0.49980950355529785,0.49980950355529785,141.38363833539188
198,-1.4218533972247958,-362.1228289123214,0.45954611897468567,0.45954611897468567,141.84318445436656
199,-1.644753890513243,-363.7675828028346,0.5348663926124573,0.5348663926124573,142.37805084697902
200,-1.17554546450098,-364.9431282673356,0.3912833333015442,0.3912833333015442,142.76933418028057
201,-0.792922717082206,-365.73605098441783,0.2506401240825653,0.2506401240825653,143.01997430436313
202,-0.7721273884089214,-366.50817837282676,0.25658175349235535,0.25658175349235535,143.2765560578555
203,-0.6334357422759127,-367.1416141151027,0.20762601494789124,0.20762601494789124,143.48418207280338
204,0.0,-367.1416141151027,0.0,0.0,143.48418207280338
205,-15.597240448781486,-382.73885456388416,5.250205039978027,5.250205039978027,148.7343871127814
206,-2.615882174568469,-385.35473673845263,0.9139590859413147,0.9139590859413147,149.64834619872272
207,-0.02911239828752983,-385.38384913674014,0.00973761547356844,0.00973761547356844,149.6580838141963
208,-0.3342326436778601,-385.718081780418,0.12418276071548462,0.12418276071548462,149.78226657491177
209,-1.8180704925059747,-387.53615227292397,0.6896809935569763,0.6896809935569763,150.47194756846875
210,-4.770916555434618,-392.3070688283586,1.813789963722229,1.813789963722229,152.28573753219098
211,-4.022992295028212,-396.33006112338677,1.4746092557907104,1.4746092557907104,153.7603467879817
212,-2.870408502822102,-399.20046962620887,1.0705604553222656,1.0705604553222656,154.83090724330395
213,-3.1235036667475926,-402.32397329295645,1.1900190114974976,1.1900190114974976,156.02092625480145
214,-2.6804891962236375,-405.00446248918007,0.9831019043922424,0.9831019043922424,157.0040281591937
215,-1.1850472540565988,-406.18950974323667,0.4267451763153076,0.4267451763153076,157.430773335509
216,-1.20086594181746,-407.39037568505415,0.42208048701286316,0.42208048701286316,157.85285382252187
217,-1.2030983964746005,-408.59347408152877,0.41900184750556946,0.41900184750556946,158.27185567002743
218,-1.2208607711151367,-409.8143348526439,0.4166029393672943,0.4166029393672943,158.68845860939473
219,-1.206165059026303,-411.02049991167024,0.4188297688961029,0.4188297688961029,159.10728837829083
220,-1.3032741795010907,-412.32377409117134,0.4351603388786316,0.4351603388786316,159.54244871716946
221,-1.5245714917666078,-413.84834558293795,0.49980950355529785,0.49980950355529785,160.04225822072476
222,-1.3629346431439784,-415.21128022608195,0.4517597556114197,0.4517597556114197,160.49401797633618
223,-1.046282436405329,-416.25756266248726,0.3398952782154083,0.3398952782154083,160.8339132545516
224,-0.8296950452028795,-417.0872577076901,0.2723833918571472,0.2723833918571472,161.10629664640874
225,-0.23836373055184673,-417.32562143824197,0.07793480902910233,0.07793480902910233,161.18423145543784
226,0.0,-417.32562143824197,0.0,0.0,161.18423145543784
227,0.0,-417.32562143824197,0.0,0.0,161.18423145543784
228,0.0,-417.32562143824197,0.0,0.0,161.18423145543784
229,0.0,-417.32562143824197,0.0,0.0,161.18423145543784
230,0.0,-417.32562143824197,0.0,0.0,161.18423145543784
231,0.0,-417.32562143824197,0.0,0.0,161.18423145543784
232,-4.052195503505664,-421.37781694174765,1.4718374013900757,1.4718374013900757,162.65606885682791
233,-0.9121385667996947,-422.28995550854734,0.3286193907260895,0.3286193907260895,162.984688247554
234,-1.5127629097562136,-423.8027184183035,0.5696278214454651,0.5696278214454651,163.55431606899947
235,-3.664368657266853,-427.46708707557036,1.3309675455093384,1.3309675455093384,164.8852836145088
236,-1.2272889316982403,-428.6943760072686,0.4507490396499634,0.4507490396499634,165.33603265415877
237,-3.6734850259363916,-432.367861033205,1.308762550354004,1.308762550354004,166.64479520451277
238,-1.2471806153053042,-433.61504164851027,0.4359810948371887,0.4359810948371887,167.08077629934996
239,-1.1926029314789162,-434.8076445799892,0.4267451763153076,0.4267451763153076,167.50752147566527
240,-1.2457785965137267,-436.0534231765029,0.42208048701286316,0.42208048701286316,167.92960196267813
241,-1.2442003593973672,-437.2976235359003,0.41900184750556946,0.41900184750556946,168.3486038101837
242,-1.1856575925935013,-438.4832811284938,0.4166029393672943,0.4166029393672943,168.765206749551
243,-1.2656473248223772,-439.7489284533162,0.4188297688961029,0.4188297688961029,169.1840365184471
244,-1.3018203955386374,-441.0507488488548,0.4351603388786316,0.4351603388786316,169.61919685732573
245,-1.5997921712752792,-442.6505410201301,0.5277521014213562,0.5277521014213562,170.1469489587471
246,-11.986900501622312,-454.6374415217524,3.8806393146514893,3.8806393146514893,174.02758827339858
247,-1.5077944506124596,-456.14523597236484,0.49864497780799866,0.49864497780799866,174.52623325120658
248,-1.2306151300980674,-457.3758511024629,0.3918531537055969,0.3918531537055969,174.91808640491217
249,-0.9768340062189509,-458.35268510868184,0.7843323349952698,0.7843323349952698,175.70241873990744
250,-0.01054638515700912,-458.36323149383884,0.008633551187813282,0.008633551187813282,175.71105229109526
251,0.0,-458.36323149383884,0.0,0.0,175.71105229109526
252,0.0,-458.36323149383884,0.0,0.0,175.71105229109526
253,0.0,-458.36323149383884,0.0,0.0,175.71105229109526
254,0.0,-458.36323149383884,0.0,0.0,175.71105229109526
255,0.0,-458.36323149383884,0.0,0.0,175.71105229109526
256,0.0,-458.36323149383884,0.0,0.0,175.71105229109526
257,-0.29621845815890613,-458.6594499519978,0.10949759930372238,0.10949759930372238,175.82054989039898
258,-2.206731347689879,-460.86618129968764,0.7919314503669739,0.7919314503669739,176.61248134076595
259,-2.8017793115694456,-463.66796061125706,0.9794713258743286,0.9794713258743286,177.59195266664028
260,-3.6089102822455517,-467.27687089350263,1.3154962062835693,1.3154962062835693,178.90744887292385
261,-21.57886686045306,-488.8557377539557,8.05386734008789,8.05386734008789,186.96131621301174
262,-1.9142639078541528,-490.77000166180983,0.7095414996147156,0.7095414996147156,187.67085771262646
263,-2.5274528239134266,-493.2974544857233,0.91660475730896,0.91660475730896,188.58746246993542
264,-1.234729591033378,-494.53218407675666,0.42208048701286316,0.42208048701286316,189.00954295694828
265,-1.1807415952506743,-495.7129256720073,0.41900184750556946,0.41900184750556946,189.42854480445385
266,-1.315911170787198,-497.02883684279453,0.4166029393672943,0.4166029393672943,189.84514774382114
267,-1.262168114203511,-498.29100495699805,0.4188297688961029,0.4188297688961029,190.26397751271725
268,-1.2870990907781332,-499.5781040477762,0.4351603388786316,0.4351603388786316,190.69913785159588
269,-1.6196767752072903,-501.1977808229835,0.5277521014213562,0.5277521014213562,191.22688995301723
270,-1.4880296223187846,-502.68581044530225,0.4648795425891876,0.4648795425891876,191.69176949560642
271,-1.056444104038578,-503.7422545493408,0.3363514244556427,0.3363514244556427,192.02812092006207
272,-0.41045165091464547,-504.15270620025547,0.1297663152217865,0.1297663152217865,192.15788723528385
273,-0.7473504058733511,-504.9000566061288,0.23525765538215637,0.23525765538215637,192.393144890666
274,-0.023863057670250737,-504.9239196637991,0.018121732398867607,0.018121732398867607,192.41126662306488
275,0.0,-504.9239196637991,0.0,0.0,192.41126662306488
276,0.0,-504.9239196637991,0.0,0.0,192.41126662306488
277,-0.060529388198298055,-504.9844490519974,0.0197520162910223,0.0197520162910223,192.4310186393559
278,0.0,-504.9844490519974,0.0,0.0,192.4310186393559
279,0.0,-504.9844490519974,0.0,0.0,192.4310186393559
280,0.0,-504.9844490519974,0.0,0.0,192.4310186393559
281,-2.19195033398737,-507.1763993859848,0.7700248956680298,0.7700248956680298,193.20104353502393
282,-2.6090318966156625,-509.7854312826004,0.946914553642273,0.946914553642273,194.1479580886662
283,-10.157910752229176,-519.9433420348296,3.7279720306396484,3.7279720306396484,197.87593011930585
284,-9.164607093723316,-529.107949128553,3.2296323776245117,3.2296323776245117,201.10556249693036
285,-11.683703910217446,-540.7916530387704,4.112731456756592,4.112731456756592,205.21829395368695
286,-22.375263533685935,-563.1669165724563,8.19708251953125,8.19708251953125,213.4153764732182
287,-3.2928844808662916,-566.4598010533226,1.1580252647399902,1.1580252647399902,214.5734017379582
288,-1.8758073462512281,-568.3356083995739,0.6647053956985474,0.6647053956985474,215.23810713365674
289,-1.255171871604671,-569.5907802711786,0.41900184750556946,0.41900184750556946,215.6571089811623
290,-1.2747946589729737,-570.8655749301515,0.4166029393672943,0.4166029393672943,216.0737119205296
291,-1.3404848037239314,-572.2060597338755,0.4188297688961029,0.4188297688961029,216.4925416894257
292,-1.3602997087746418,-573.5663594426501,0.4351603388786316,0.4351603388786316,216.92770202830434
293,-1.5691755219608772,-575.135534964611,0.49980950355529785,0.49980950355529785,217.42751153185964
294,-4.47676159742247,-579.6122965620335,1.4106619358062744,1.4106619358062744,218.8381734676659
295,-0.3993553237002175,-580.0116518857337,0.31434166431427,0.31434166431427,219.15251513198018
296,-0.1146580644249416,-580.1263099501587,0.08728716522455215,0.08728716522455215,219.23980229720473
297,0.0,-580.1263099501587,0.0,0.0,219.23980229720473
298,-0.2137009334117295,-580.3400108835704,0.15884573757648468,0.15884573757648468,219.39864803478122
299,0.0,-580.3400108835704,0.0,0.0,219.39864803478122
300,0.0,-580.3400108835704,0.0,0.0,219.39864803478122
301,0.0,-580.3400108835704,0.0,0.0,219.39864803478122
302,0.0,-580.3400108835704,0.0,0.0,219.39864803478122
303,0.0,-580.3400108835704,0.0,0.0,219.39864803478122
304,0.0,-580.3400108835704,0.0,0.0,219.39864803478122
305,-0.40219713512867183,-580.742208018699,0.14625872671604156,0.14625872671604156,219.54490676149726
306,-1.6169357889071987,-582.3591438076062,0.5660641193389893,0.5660641193389893,220.11097088083625
307,-3.9331750787991497,-586.2923188864054,1.4540399312973022,1.4540399312973022,221.56501081213355
308,-2.1326249297420414,-588.4249438161474,0.7606547474861145,0.7606547474861145,222.32566555961967
309,-4.200735429502811,-592.6256792456503,1.4337159395217896,1.4337159395217896,223.75938149914145
310,-5.009670368194064,-597.6353496138444,1.7094789743423462,1.7094789743423462,225.4688604734838
311,-2.822149336587018,-600.4574989504314,0.9119965434074402,0.9119965434074402,226.38085701689124
312,-1.310710040931671,-601.768208991363,0.42208048701286316,0.42208048701286316,226.8029375039041
