episode,episode_reward,epsilon
1,-3043.795733355581,0.9704455335485082
2,-3001.321984031153,0.9417645335842487
3,-2944.9156956296306,0.9139311852712282
4,-2934.2706942828836,0.8869204367171575
5,-2995.4137626525117,0.8607079764250578
6,-3067.9269629786922,0.835270211411272
7,-3087.419070757654,0.8105842459701871
8,-3049.194990964512,0.7866278610665535
9,-3063.493976753229,0.7633794943368531
10,-3090.4934961012823,0.7408182206817179
11,-3023.244834800793,0.7189237334319262
12,-3095.7374400567383,0.697676326071031
13,-3012.6129388855393,0.35
14,-2981.4746276401456,0.6570468198150567
15,-3058.2539923921827,0.6376281516217733
16,-3121.527342730188,0.6187833918061408
17,-2973.0773893661953,0.6004955788122659
18,-3098.674638920568,0.5827482523739896
19,-3043.535351308049,0.5655254386995371
20,-3017.222670952867,0.5488116360940265
21,-3106.5709629376256,0.35
22,-3104.106430732642,0.5168513344916993
23,-2982.3927777024214,0.5015760690660556
24,-3116.6056999085968,0.4867522559599717
25,-2990.5332106847563,0.4723665527410147
26,-3070.0565042467433,0.4584060113052235
27,-3053.9741751722936,0.44485806622294116
28,-3002.462333041549,0.43171052342907973
29,-3072.1706324485885,0.35
30,-3037.8416701266233,0.40656965974059917
31,-2951.727440551588,0.39455371037160114
32,-3006.2157069120717,0.38289288597511206
33,-3021.570115011286,0.3715766910220457
34,-3053.758594570525,0.3605949401730783
35,-2974.96521447652,0.3499377491111553
36,-2993.7954398264887,0.3395955256449391
37,-2966.600758954199,0.35
38,-3000.431962095369,0.31981902181630395
39,-2973.8605264347534,0.31036694126548503
40,-3076.9856450098487,0.30119421191220214
41,-2942.318281860715,0.2922925776808594
42,-3008.8616006432135,0.2836540264997704
43,-2990.831030230733,0.27527078308975234
44,-2948.2554761587235,0.2671353019658504
45,-2954.7330186104814,0.25924026064589156
46,-2977.857677768559,0.2515785530597565
47,-2940.3400662628874,0.2441432831534371
48,-2950.9065320684385,0.23692775868212176
49,-2924.164596294786,0.22992548518672384
50,-2983.646312706094,0.22313016014842982
