episode,episode_reward,actor_loss,critic_loss,exploration_noise
1,-5245.398359097439,,,0.199
2,-3786.1753801830687,7.376614189840395,5.1763091261131615,0.19800500000000001
3,-2262.6766811824405,12.802444009688037,4.04878982134754,0.197014975
4,-2236.3387852877986,19.641830363426156,5.155848566779507,0.19602990012500002
5,-2186.3943263492597,25.75358393460885,5.883498892830542,0.19504975062437502
6,-2232.171525768521,31.431302308041463,6.2325902505776485,0.19407450187125314
7,-2127.7414259124826,36.78053893300191,5.985645342934281,0.19310412936189686
8,-2163.572332592233,41.997522404528794,5.204314452053277,0.19213860871508737
9,-2158.7709508461076,47.29044693269053,5.593346013313209,0.19117791567151193
10,-2132.5881583050236,52.20550217184138,6.457518650858724,0.19022202609315436
11,-2125.9486644413396,56.591898630325254,7.463197951190827,0.18927091596268858
12,-2123.208674380476,60.79120956442121,8.068514691606184,0.18832456138287512
13,-2129.9811248924902,64.79713874466728,8.968722584516183,0.18738293857596075
14,-2218.1102483585823,68.33955386484116,9.73128136673292,0.18644602388308096
15,-2188.1980044846596,72.03347037664209,9.13813531282714,0.18551379376366556
16,-2126.4793404995557,75.40992169121542,9.487935033394995,0.18458622479484724
17,-2136.415398505137,78.4572642489501,10.167354157969086,0.183663293670873
18,-2123.051426018038,81.40581863679209,10.967161791380986,0.18274497720251864
19,-2110.342556299075,84.43496286023476,11.724799818389107,0.18183125231650604
20,-2167.526288707666,86.97432592017925,12.448527779466419,0.18092209605492351
21,-2183.9346988780358,89.47904989483956,12.41213122395713,0.1800174855746489
22,-2138.716561763391,91.80414960115775,12.588776403408554,0.17911739814677563
23,-2150.621545068927,94.08723962224077,13.186136121046891,0.17822181115604174
24,-2191.2470859168593,96.23162808902406,13.010995921902929,0.17733070210026153
25,-2151.2582351522506,98.10248146534629,13.023612070813133,0.17644404858976023
26,-2150.474495941948,100.14859923467517,14.407865007663139,0.17556182834681144
27,-2130.6702683663334,102.12495230302028,14.126794655896692,0.1746840192050774
28,-2147.605544734941,103.95848172629493,15.286584181314716,0.173810599109052
29,-2109.3871924213063,105.80067001363996,15.54477031439833,0.17294154611350673
30,-2158.5455505123273,107.32692298305548,15.854505294884694,0.1720768383829392
31,-2160.498496904773,109.03940459186411,15.164817991774006,0.1712164541910245
32,-2111.901767841826,110.57071078835011,15.006891679697475,0.17036037192006936
33,-2084.1118028328087,111.86930616906687,15.084234007542255,0.16950857006046902
34,-2096.362112439803,113.08296567574662,14.9548160986708,0.16866102721016668
35,-2090.3077799390244,114.37112382191113,14.600366831820597,0.16781772207411585
36,-2090.342411269263,115.72431282605847,14.871474133413258,0.16697863346374528
37,-2076.2549167736242,116.81222567074157,14.21433377033812,0.16614374029642656
38,-2082.457667090791,117.77710729182513,15.095860819491623,0.16531302159494443
39,-2115.5575362142436,118.39583794563305,15.783531335530924,0.16448645648696972
40,-2150.3090579427503,119.12908600235517,15.168692281083702,0.16366402420453488
