seed,validation_score,eval_energy_import,eval_cost,energy_sav_%,cost_sav_%
52,12.237832477346396,462.10883698874926,102.15318492266417,13.396602372212744,17.46819544211115
62,12.196608497351756,457.46967393382215,98.69619659363568,14.266023708805307,20.261172336040392
42,11.778400386592219,463.2604264778413,100.27868402291779,13.180784031499547,18.982645941315617
