policy_x,hour,fixed_avg_energy_import,fixed_avg_cost,fixed_avg_load,fixed_avg_solar_generation,fixed_avg_soc,fixed_avg_action,policy_y,q_avg_energy_import,q_avg_cost,q_avg_load,q_avg_solar_generation,q_avg_soc,q_avg_action,energy_delta,cost_delta,energy_delta_%,cost_delta_%
fixed,1,4.159426783071602,0.8903639768122918,0.7686807491949627,0.0,0.0,0.0,q_agent,3.4653402028233593,0.7323659713390833,0.7686807491949627,0.0,0.1309533076635709,-0.04056490384615385,0.6940865802482428,0.15799800547320852,16.687072917669735,17.745327707313336
fixed,2,3.7908858782309993,0.8106455710877802,0.8739230409673937,0.0,0.0,0.0,q_agent,3.528338066646841,0.7509336387500704,0.8739230409673937,0.0,0.12480377137255126,-0.01223385989010989,0.2625478115841582,0.05971193233770988,6.925764056676773,7.365972808262467
fixed,3,3.507186600790189,0.7489021294363445,0.831245398988108,0.0,0.0,0.0,q_agent,3.4399376742410217,0.7333411578097191,0.831245398988108,0.0,0.12206814880506839,-0.003863324175824176,0.06724892654916736,0.015560971626625397,1.9174607514186954,2.077837812844416
fixed,4,3.6469185747273087,0.7775147282488707,0.860962109261571,0.0,0.0,0.0,q_agent,3.518120848819915,0.7484610249427507,0.860962109261571,0.0,0.11792651024558466,-0.006224244505494505,0.1287977259073938,0.029053703306120005,3.5316863611912255,3.7367399292300423
fixed,5,3.68141880517005,0.7846319523982157,0.9581521307374095,0.0,0.0,0.0,q_agent,2.9232052966584123,0.6061642389217423,0.9581521307374095,0.0,0.06467745080510293,-0.034340659340659344,0.7582135085116377,0.1784677134764734,20.595687386798545,22.745404763467704
fixed,6,3.8151563838756344,0.8118690379876883,1.1068021161379396,0.03029768769104791,0.0,0.0,q_agent,3.428932146042094,0.7199627119099378,1.1068021161379396,0.03029768769104791,0.03415500556442127,-0.030906593406593408,0.3862242378335403,0.09190632607775051,10.123418255300813,11.320338844987981
fixed,7,2.7412946978686277,0.5813921007251498,0.8197983119350213,0.4261745538586203,0.0,0.0,q_agent,2.6360178760324535,0.5482958638805719,0.8197983119350213,0.4261745538586203,0.027500640843584903,-0.007726648351648352,0.10527682183617415,0.03309623684457785,3.8404051165322532,5.692584540329682
fixed,8,1.2474780347976056,0.14596521639000307,0.8898952867794823,1.1810868007391895,0.0,0.0,q_agent,1.2858962913013094,0.15374906164252425,0.8898952867794823,1.1810868007391895,0.04105006817497689,0.0004936476371118004,-0.038418256503703896,-0.007783845252521182,-3.0796739847958112,-5.332671334329133
fixed,9,0.6070514814007085,-0.2953545308471523,1.0919451055290934,1.824028644894997,0.0,0.0,q_agent,0.8856887996892681,-0.08854456399381928,1.0919451055290934,1.824028644894997,0.11247256173062072,0.02019660142506217,-0.27863731828855953,-0.20680996685333303,-45.900113388346035,
fixed,10,0.4155722799721164,-0.5215060215236568,1.436416619017229,2.347712306019205,0.0,0.0,q_agent,0.9806578150837795,-0.06753371946813407,1.436416619017229,2.347712306019205,0.16921975261221223,0.03865470798624741,-0.565085535111663,-0.4539723020555227,-135.97767761352574,
fixed,11,0.39892035438218615,-0.8138580227030936,1.384553238094508,2.6356081658421635,0.0,0.0,q_agent,1.9241726379432194,0.14426675840865585,1.384553238094508,2.6356081658421635,0.3168267585452458,0.1190977048087906,-1.5252522835610332,-0.9581247811117495,-382.34506382187845,
fixed,12,0.420912498198859,-0.9641511388238011,1.482636778482369,2.7446095398729566,0.0,0.0,q_agent,0.6833619636452788,-0.5495932200163545,1.482636778482369,2.7446095398729566,0.39184010271496295,0.01446600587485911,-0.2624494654464198,-0.41455791880744663,-62.3525000016574,
fixed,13,0.39095683956702987,-1.1112474481136374,1.021493727075202,2.624502956314565,0.0,0.0,q_agent,1.1716146575553077,-0.20007589664947062,1.021493727075202,2.624502956314565,0.5278102145547074,0.1280906615594586,-0.7806578179882778,-0.9111715514641667,-199.67877243248316,
fixed,14,0.4592790327925276,-1.0441648899342888,0.9724786132778768,2.323204122534902,0.0,0.0,q_agent,1.4328353850191438,-0.09695912151153527,0.9724786132778768,2.323204122534902,0.6780164575359047,0.1448317338927434,-0.9735563522266162,-0.9472057684227535,-211.97491779826268,
fixed,15,0.700832766777539,-0.621782199678549,0.9704824699969082,1.7659257421452952,0.0,0.0,q_agent,1.2105620295054964,-0.19290629845318608,0.9704824699969082,1.7659257421452952,0.7503030680218017,0.07089200006327132,-0.5097292627279574,-0.4288759012253629,-72.73193932865264,
fixed,16,1.865191420404609,0.12651127695354153,1.2034539186938122,1.1234883180170852,0.0,0.0,q_agent,2.015961757925042,0.054600015990397696,1.2034539186938122,1.1234883180170852,0.7285648310307706,-0.010602676635096361,-0.15077033752043323,0.07191126096314383,-8.083370739917257,56.841779400860574
fixed,17,3.6575720645942393,1.5948962784055476,1.5585797910506909,0.5610778947593644,0.0,0.0,q_agent,3.224087097899958,1.1510568459524833,1.5585797910506909,0.5610778947593644,0.6628858475338387,-0.08018543818494776,0.4334849666942815,0.44383943245306434,11.85171362419543,27.82873334539223
fixed,18,5.330298586013275,2.653913285370739,1.7679609572821922,0.15556223718462267,0.0,0.0,q_agent,4.572428039518187,2.239730536789159,1.7679609572821922,0.15556223718462267,0.6213704905192692,-0.037517170133171504,0.7578705464950879,0.41418274858157966,14.21816309659919,15.606491397616269
fixed,19,6.563056690869477,3.27173073348121,2.0690787285156955,0.006539056813990401,0.0,0.0,q_agent,4.3306797761689255,2.063672168169168,2.0690787285156955,0.006539056813990401,0.5218051877913,-0.1336495535591474,2.232376914700551,1.208058565312042,34.01428663272456,36.92414393853968
fixed,20,5.728352764032062,2.857746910615962,1.8679624522043454,0.0,0.0,0.0,q_agent,4.333944496348525,2.0727463161467248,1.8679624522043454,0.0,0.454893550090124,-0.08263221153846154,1.394408267683537,0.7850005944692371,24.342220619493478,27.469213300629104
fixed,21,5.644917295510069,1.207356478990705,1.506804630365018,0.0,0.0,0.0,q_agent,4.588751892254006,0.9580006717430708,1.506804630365018,0.0,0.3907005494978736,-0.03992101648351648,1.0561654032560632,0.24935580724763418,18.710024398340263,20.65303922964693
fixed,22,5.769130767115574,1.2359117263473423,1.278215500618239,0.0,0.0,0.0,q_agent,2.8197005074271533,0.5441943492465828,1.278215500618239,0.0,0.24783344017807074,-0.16612293956043955,2.949430259688421,0.6917173771007594,51.12434400863936,55.968186267241414
fixed,23,5.552128320357,1.1901172637508415,1.126041504830777,0.0,0.0,0.0,q_agent,4.299935077889137,0.8817075981010233,1.126041504830777,0.0,0.20546883899853807,-0.06653502747252747,1.2521932424678628,0.3084096656498182,22.55339160438113,25.914225013240856
fixed,24,5.116096941006412,1.0965193640427435,1.1281688952675233,0.0,0.0,0.0,q_agent,3.867940772280733,0.7999553591843327,1.1281688952675233,0.0,0.17757179045432936,-0.06360176282051282,1.248156168725679,0.29656400485841083,24.396648130755477,27.04594324399459
