episode,fixed_energy,fixed_cost,q_energy,q_cost,energy_sav,energy_sav_%,cost_sav,cost_sav_%,energy_better,cost_better
1,570.9602326494297,139.11401809377588,656.7945621574322,146.0657160195883,-85.8343295080025,-15.033328872959334,-6.951697925812425,-4.997122519404428,False,False
2,603.1791990177,131.75442149540106,599.9314581743666,128.9729688550484,3.247740843333304,0.5384371424980126,2.7814526403526543,2.1110886517381444,True,True
3,693.8750305948779,192.83265767781995,745.1589724132791,196.21160689124372,-51.28394181840122,-7.390947873485821,-3.378949213423766,-1.7522702088508426,False,False
4,598.3027009677562,140.04068020780744,617.3123405638601,136.34120447219948,-19.009639596103852,-3.177261203293201,3.6994757356079617,2.6417150574520782,False,True
5,633.9004910110946,174.71833783541956,663.8364308774471,180.89260083832778,-29.935939866352555,-4.722498292847767,-6.174263002908219,-3.5338379928523733,False,False
6,404.6716151603032,74.56146386853652,431.4627702294383,79.11224437612691,-26.79115506913513,-6.620468069776109,-4.550780507590389,-6.1033947987047625,False,False
7,525.5268053711594,124.9209802975429,539.4774006648199,121.40612250231038,-13.950595293660513,-2.65459252526762,3.5148577952325155,2.813664915901761,False,True
8,534.0876588625969,129.60357334701015,541.4243876169377,127.14232257249083,-7.336728754340811,-1.3736937434512617,2.4612507745193284,1.8990608908053748,False,True
9,586.4574474012783,156.73087289155166,604.625800280016,151.47079279303995,-18.168352878737778,-3.0979831459632305,5.2600800985117075,3.3561225057116646,False,True
10,435.62078687602707,68.06422449883095,379.26181390459,58.56677735823658,56.35897297143708,12.93762250777905,9.497447140594375,13.95365511107454,True,True
11,402.06564319134134,72.80759742723367,387.1827293052261,72.92108950395249,14.882913886115261,3.701612942599163,-0.11349207671881345,-0.15587944215882304,True,False
12,414.4568810529238,80.14308574762498,423.3356673761706,78.4087342983423,-8.8787863232468,-2.142270216551919,1.7343514492826841,2.1640687192208357,False,True
13,404.5649843759571,100.08309068042094,432.79837342270105,95.91077456899764,-28.233389046743923,-6.978703085313729,4.172316111423299,4.168852183778055,False,True
14,339.3385201220801,58.02423806157927,320.3551481385879,58.10263957226752,18.983371983492248,5.594228434974847,-0.07840151068825207,-0.13511855270731354,True,False
15,428.2613576429337,100.53074284770257,419.7565021660963,103.33184613221067,8.504855476837406,1.985903076487325,-2.801103284508102,-2.7863151163138107,True,False
16,359.0594487994498,76.9448751601367,372.5495442922794,73.69480557962696,-13.490095492829596,-3.7570646136552157,3.250069580509745,4.223893500048887,False,True
17,441.4415019712583,104.46698227613656,478.781400479231,107.49382195450116,-37.33989850797275,-8.458628910338364,-3.0268396783645954,-2.8974127637417335,False,False
18,530.307289335307,128.37364309838495,519.8369073725224,133.07591015646221,10.470381962784586,1.974399027384345,-4.702267058077268,-3.6629536597893955,True,False
19,591.2674644121604,159.7744371081235,649.0359523817395,155.77660731764018,-57.768487969579155,-9.770280194093333,3.9978297904833084,2.502171099985083,False,True
20,631.6746687093059,172.03939187492168,673.0225796220134,167.62891513193998,-41.34791091270745,-6.545760493640372,4.4104767429817,2.563643532399988,False,True
21,837.5977371973656,226.45773779649764,885.1677983185016,220.5892934842502,-47.57006112113595,-5.679344512117143,5.868444312247448,2.591408167081941,False,True
22,751.539382584393,200.29440557482303,803.0627178251743,200.18871514764032,-51.52333524078131,-6.855706624928011,0.10569042718270794,0.05276753830412186,False,True
23,731.1430500332491,199.34477651462618,772.5256523920689,194.907860563209,-41.38260235881978,-5.659987106071498,4.436915951417177,2.225749793394579,False,True
24,744.1593276839703,212.79797105189937,819.4919527452439,208.88922906227526,-75.33262506127357,-10.123184949616844,3.9087419896241045,1.8368323580823993,False,True
25,769.6093103687729,202.64331030927056,809.5212455168366,199.61415809206665,-39.911935148063776,-5.185999520839895,3.029152217203915,1.4948197463715323,False,True
26,855.4585520597329,206.37287351018358,862.3396229359771,196.99136333377953,-6.881070876244166,-0.8043722118010566,9.38151017640405,4.545902771442059,False,True
27,559.8957292611144,130.2106108067905,579.3686546479562,129.32233793189036,-19.47292538684178,-3.4779556923107617,0.8882728749001387,0.6821816358869389,False,True
28,546.5831754896501,131.78957850508814,608.3540582952128,126.434787222171,-61.77088280556268,-11.30127775159306,5.354791282917148,4.063137118774843,False,True
29,502.1984415819519,104.83285774497492,495.1131688849015,107.63545512950242,7.085272697050414,1.4108511915591426,-2.802597384527502,-2.673395960782956,True,False
30,708.559147340944,160.49310731262085,711.6341794803739,153.61256562743802,-3.0750321394298226,-0.43398383197361795,6.880541685182834,4.28712597094926,False,True
31,652.4754729273386,123.13592605724143,610.9530553316413,118.39157299732933,41.522417595697334,6.363828115930019,4.7443530599121,3.852939764879522,True,True
32,434.1381359713814,49.08517004550049,349.2828607029478,39.214788697432596,84.85527526843362,19.54568563265479,9.870381348067895,20.10868321107647,True,True
33,410.7746590652969,35.27329771051882,343.66812183335423,22.2863389508384,67.10653723194264,16.336581566312095,12.98695875968042,36.81810208464742,True,True
34,376.8763649652805,30.849387154756837,334.7487585568428,24.94068299623788,42.127606408437714,11.178097202332838,5.908704158518958,19.153392347399883,True,True
35,297.6436861256706,-51.25171369189029,240.8817305262573,-65.16083151704315,56.76195559941334,19.07043832787617,13.909117825152862,,True,False
36,363.5288684819382,-3.769679609165676,320.7025338458084,-21.330580196900573,42.82633463612984,11.780724544647175,17.5609005877349,,True,False
37,298.21484785957256,-47.72202868996021,231.7417257065512,-52.841266790358254,66.47312215302136,22.29034624872975,5.119238100398043,,True,False
38,320.4992804008257,-12.683687972943304,267.75209007039666,-13.494154842803255,52.74719033042902,16.45781864610175,0.8104668698599511,,True,False
39,269.0417631807574,-22.060614663069416,252.09295075139804,-24.84850519058729,16.94881242935938,6.299695716003842,2.787890527517874,,True,False
40,462.5070241109046,84.42168005141451,450.6182772855472,84.55776878187517,11.888746825357373,2.57050081524958,-0.1360887304606564,-0.16120116346627503,True,False
41,297.1388110394612,-30.61246198006048,272.9456220092476,-28.422242275413208,24.193189030213603,8.142049483734608,-2.190219704647273,,True,False
42,423.8800041115756,52.43058648085761,434.53082300561306,50.46594289413205,-10.650818894037457,-2.5126967044272037,1.9646435867255647,3.747132577742298,False,True
43,320.0777803934385,9.530348705169118,301.8172359510162,6.579166864845051,18.260544442422315,5.705033451549344,2.9511818403240664,30.966147531657366,True,True
44,309.4193922906547,19.86251902624686,324.9555578406015,20.363608732139724,-15.536165549946816,-5.021070410271131,-0.5010897058928627,-2.5227903129039646,False,False
45,368.2703517438099,34.806080109052445,380.109423880931,42.51625224842428,-11.839072137121093,-3.2147774267087987,-7.710172139371835,-22.151796798762625,False,False
46,479.21934366318783,75.99340507229671,478.98687855751643,76.67609215509717,0.23246510567139467,0.0485091240045559,-0.6826870828004559,-0.8983504320552265,True,False
47,664.548699346371,178.00025387771893,734.7393359318376,179.7906185174361,-70.19063658546656,-10.562150923552156,-1.7903646397171542,-1.0058213967195144,False,False
48,477.560099680908,102.25120191695169,489.14095178060234,101.33640305325389,-11.580852099694312,-2.425004121456609,0.9147988636977971,0.8946582989222911,False,True
49,780.0808145105839,237.21871182718314,818.4840548485518,237.11621376422409,-38.40324033796787,-4.922982288964732,0.10249806295905728,0.04320825375433639,False,True
50,654.5099585726857,179.48401484782516,692.8985883593559,193.44049621086742,-38.38862978667021,-5.865247622875858,-13.956481363042258,-7.775891003371641,False,False
51,672.9276308305562,180.07165117037948,708.1525099799037,193.75905671028886,-35.224879149347544,-5.234571673906671,-13.687405539909378,-7.6010884839161506,False,False
52,641.3194422647357,168.56865771018784,694.736232355237,177.2295632387977,-53.41679009050131,-8.329201731646698,-8.660905528609874,-5.137909767010283,False,False
