policy,reward_mode,avg_energy_import,avg_cost,energy_sav,energy_sav_%,cost_sav,cost_sav_%,validation_score,visited_states
fixed_baseline,-,521.3541540896733,106.80094709190283,0.0,0.0,0.0,0.0,0.0,0
heuristic_pv_rule,pv_handcrafted,669.3430768403489,117.29309701142662,-147.98892275067556,-28.385488365212364,-10.492149919523797,-9.824023293066158,-19.10475582913926,0
q_learning_energy_pv,energy_pv,517.2152778687749,102.62207719253928,4.138876220898396,0.7938703831995374,4.178869899363548,3.912764833225314,0.22583001791413043,3440
q_learning_cost,cost,532.5701410784793,90.98796132996198,-11.21598698880598,-2.1513182355648444,15.812985761940851,14.80603514530043,8.574084751760129,3036
q_learning_balanced,balanced,543.4540261126211,98.32657856116849,-22.099872022947807,-4.238936594172914,8.474368530734338,7.934731630649395,-0.5659536869207247,3032
