time_step,reward,all_rewards,grid_import_Building_1_kwh,export_Building_1_kwh,grid_import_Building_2_kwh,export_Building_2_kwh,grid_import_Building_3_kwh,export_Building_3_kwh,grid_import_kwh,export_kwh,cumulative_grid_import_kwh,cumulative_export_kwh
18,-17.13974118232727,-204.5363341793418,0.6306409239768982,0.0,4.049105644226074,0.0,2.164625406265259,0.0,6.844371974468231,0.0,70.36447919905186,0.0
19,-17.721445083618164,-222.25777926295996,3.2668206691741943,0.0,1.5887751579284668,0.0,2.4057133197784424,0.0,7.2613091468811035,0.0,77.62578834593296,0.0
20,-28.971704721450806,-251.22948398441076,1.5143609046936035,0.0,1.154586911201477,0.0,1.7278826236724854,0.0,4.396830439567566,0.0,82.02261878550053,0.0
21,-11.402247428894043,-262.6317314133048,1.820083737373352,0.0,0.0,0.3132469952106476,2.6157095432281494,0.0,4.122546285390854,0.0,86.14516507089138,0.0
22,-23.83519411087036,-286.46692552417517,1.474639892578125,0.0,1.9867489337921143,0.0,2.0580782890319824,0.0,5.519467115402222,0.0,91.6646321862936,0.0
23,-15.471041679382324,-301.9379672035575,1.6259377002716064,0.0,2.8515524864196777,0.0,2.455906629562378,0.0,6.933396816253662,0.0,98.59802900254726,0.0
24,-7.842341899871826,-309.7803091034293,2.115138292312622,0.0,0.0,0.01562085747718811,0.8917020559310913,0.0,2.9912194907665253,0.0,101.58924849331379,0.0
25,-24.35615313053131,-334.13646223396063,1.973136067390442,0.0,0.0,0.10620386153459549,0.45866483449935913,0.0,2.3255970403552055,0.0,103.914845533669,0.0
26,-26.627373576164246,-360.7638358101249,1.5816822052001953,0.0,0.18106849491596222,0.0,0.4542974531650543,0.0,2.217048153281212,0.0,106.1318936869502,0.0
27,-25.254231929779053,-386.0180677399039,0.6565391421318054,0.0,0.18946994841098785,0.0,1.2084656953811646,0.0,2.054474785923958,0.0,108.18636847287416,0.0
28,-11.412352561950684,-397.4304203018546,1.722977876663208,0.0,1.1162656545639038,0.0,1.1786999702453613,0.0,4.017943501472473,0.0,112.20431197434664,0.0
29,-17.624977111816406,-415.055397413671,1.786942481994629,0.0,2.2863659858703613,0.0,1.7406346797943115,0.0,5.813943147659302,0.0,118.01825512200594,0.0
30,-13.546566009521484,-428.6019634231925,1.9931026697158813,0.0,1.4942703247070312,0.0,1.0924772024154663,0.0,4.579850196838379,0.0,122.59810531884432,0.0
31,-6.21563720703125,-434.81760063022375,0.8184775114059448,0.0,0.3843759298324585,0.0,0.9821725487709045,0.0,2.185025990009308,0.0,124.78313130885363,0.0
32,-7.522752285003662,-442.3403529152274,0.07072286307811737,0.0,1.4890656471252441,0.0,1.7106192111968994,0.0,3.270407721400261,0.0,128.0535390302539,0.0
33,-5.0912604331970215,-447.43161334842443,0.030950132757425308,0.0,0.38632869720458984,0.0,1.4632891416549683,0.0,1.8805679716169834,0.0,129.93410700187087,0.0
34,-5.788548946380615,-453.22016229480505,0.6200323700904846,0.0,0.22979934513568878,0.0,1.161034345626831,0.0,2.0108660608530045,0.0,131.94497306272388,0.0
35,-6.562730312347412,-459.78289260715246,1.1480475664138794,0.0,0.0,0.508603036403656,1.0871868133544922,0.0,1.7266313433647156,0.0,133.6716044060886,0.0
36,-24.633886575698853,-484.4167791828513,5.902992248535156,0.0,1.5858036279678345,0.0,0.8177817463874817,0.0,8.306577622890472,0.0,141.97818202897906,0.0
37,-20.747364044189453,-505.16414322704077,4.024848461151123,0.0,2.075185537338257,0.0,2.1207926273345947,0.0,8.220826625823975,0.0,150.19900865480304,0.0
38,-13.161870002746582,-518.3260132297873,1.5600829124450684,0.0,2.1855671405792236,0.0,1.292578101158142,0.0,5.038228154182434,0.0,155.23723680898547,0.0
39,-24.52564239501953,-542.8516556248069,2.6181814670562744,0.0,4.56436014175415,0.0,2.4808709621429443,0.0,9.66341257095337,0.0,164.90064937993884,0.0
40,-26.880399703979492,-569.7320553287864,3.8808114528656006,0.0,4.112855434417725,0.0,3.2318265438079834,0.0,11.225493431091309,0.0,176.12614281103015,0.0
41,-11.985292434692383,-581.7173477634788,1.9571771621704102,0.0,1.995660424232483,0.0,2.032672643661499,0.0,5.985510230064392,0.0,182.11165304109454,0.0
42,-22.119609832763672,-603.8369575962424,4.250436305999756,0.0,2.4824938774108887,0.0,2.6479835510253906,0.0,9.380913734436035,0.0,191.49256677553058,0.0
43,-9.89691162109375,-613.7338692173362,1.7757987976074219,0.0,0.49213218688964844,0.0,2.0821988582611084,0.0,4.350129842758179,0.0,195.84269661828876,0.0
44,-14.771841049194336,-628.5057102665305,4.7360124588012695,0.0,0.0,0.5995349884033203,1.6514545679092407,0.0,5.78793203830719,0.0,201.63062865659595,0.0
45,-11.01452910900116,-639.5202393755317,1.2563594579696655,0.0,0.5003023147583008,0.0,1.5207698345184326,0.0,3.277431607246399,0.0,204.90806026384234,0.0
46,-16.30017852783203,-655.8204179033637,3.5482423305511475,0.0,1.3316106796264648,0.0,2.0572164058685303,0.0,6.937069416046143,0.0,211.8451296798885,0.0
47,-14.512694358825684,-670.3331122621894,3.1380081176757812,0.0,1.6578634977340698,0.0,1.385778546333313,0.0,6.181650161743164,0.0,218.02677984163165,0.0
48,-11.119508743286133,-681.4526210054755,1.722879409790039,0.0,2.1478564739227295,0.0,0.8373285531997681,0.0,4.708064436912537,0.0,222.7348442785442,0.0
49,-11.561212539672852,-693.0138335451484,1.8908559083938599,0.0,1.4076060056686401,0.0,1.5660616159439087,0.0,4.864523530006409,0.0,227.5993678085506,0.0
50,-2.8822081089019775,-695.8960416540504,0.4573245048522949,0.0,0.33210453391075134,0.0,0.4212404787540436,0.0,1.2106695175170898,0.0,228.8100373260677,0.0
51,-3.2998595237731934,-699.1959011778235,0.6854538917541504,0.0,0.19604933261871338,0.0,0.4370245933532715,0.0,1.3185278177261353,0.0,230.12856514379382,0.0
52,-5.721621513366699,-704.9175226911902,1.4465943574905396,0.0,0.21009421348571777,0.0,0.6197856664657593,0.0,2.2764742374420166,0.0,232.40503938123584,0.0
53,-4.680938243865967,-709.5984609350562,0.5385835766792297,0.0,0.3389287292957306,0.0,1.0253794193267822,0.0,1.9028917253017426,0.0,234.30793110653758,0.0
54,-3.535728931427002,-713.1341898664832,0.546562135219574,0.0,0.297301709651947,0.0,0.695999264717102,0.0,1.539863109588623,0.0,235.8477942161262,0.0
55,-4.947020053863525,-718.0812099203467,1.1502455472946167,0.0,0.4989248812198639,0.0,0.48335468769073486,0.0,2.1325251162052155,0.0,237.98031933233142,0.0
56,-11.676286697387695,-729.7574966177344,2.802964448928833,0.0,0.5030083060264587,0.0,1.6964319944381714,0.0,5.002404749393463,0.0,242.98272408172488,0.0
57,-6.03415909409523,-735.7916557118297,0.1806059181690216,0.0,0.46368512511253357,0.0,1.6892125606536865,0.0,2.3335036039352417,0.0,245.31622768566012,0.0
58,-6.939313888549805,-742.7309696003795,0.0,0.719512403011322,3.3419229984283447,0.0,1.217177152633667,0.0,3.8395877480506897,0.0,249.1558154337108,0.0
59,-1.4512991905212402,-744.1822687909007,0.0,0.2955339252948761,0.0,0.4681897461414337,0.5901987552642822,0.0,0.0,0.1735249161720276,249.1558154337108,0.1735249161720276
60,-6.1219658851623535,-750.3042346760631,0.06685873866081238,0.0,1.706737995147705,0.0,0.7738404273986816,0.0,2.547437161207199,0.0,251.703252594918,0.1735249161720276
61,-32.06293487548828,-782.3671695515513,1.4474587440490723,0.0,4.231754779815674,0.0,8.173896789550781,0.0,13.853110313415527,0.0,265.55636290833354,0.1735249161720276
62,-8.050247192382812,-790.4174167439342,0.7391535043716431,0.0,2.0017266273498535,0.0,0.9148674607276917,0.0,3.6557475924491882,0.0,269.2121105007827,0.1735249161720276
63,-13.281917572021484,-803.6993343159556,2.9641599655151367,0.0,1.31742262840271,0.0,1.4518017768859863,0.0,5.733384370803833,0.0,274.94549487158656,0.1735249161720276
64,-11.975675582885742,-815.6750098988414,2.1982192993164062,0.0,1.3103841543197632,0.0,2.067201614379883,0.0,5.575805068016052,0.0,280.5212999396026,0.1735249161720276
65,-10.000868797302246,-825.6758786961436,1.4882863759994507,0.0,1.5726357698440552,0.0,1.407564401626587,0.0,4.468486547470093,0.0,284.9897864870727,0.1735249161720276
66,-13.625280380249023,-839.3011590763927,2.3348491191864014,0.0,1.4298598766326904,0.0,2.842430353164673,0.0,6.607139348983765,0.0,291.59692583605647,0.1735249161720276
67,-12.278701782226562,-851.5798608586192,1.845941424369812,0.0,1.5083907842636108,0.0,2.3194220066070557,0.0,5.6737542152404785,0.0,297.27068005129695,0.1735249161720276
68,-7.124053478240967,-858.7039143368602,1.3074977397918701,0.0,0.13907277584075928,0.0,1.8697209358215332,0.0,3.3162914514541626,0.0,300.5869715027511,0.1735249161720276
69,-7.0521063804626465,-865.7560207173228,1.017680287361145,0.0,0.31638193130493164,0.0,1.935438632965088,0.0,3.2695008516311646,0.0,303.8564723543823,0.1735249161720276
70,-8.589278221130371,-874.3452989384532,1.0219711065292358,0.0,1.8551939725875854,0.0,0.8939446210861206,0.0,3.771109700202942,0.0,307.6275820545852,0.1735249161720276
71,-6.187976837158203,-880.5332757756114,1.111567735671997,0.0,1.067337155342102,0.0,0.7776062488555908,0.0,2.95651113986969,0.0,310.5840931944549,0.1735249161720276
72,-3.286787986755371,-883.8200637623668,0.5878130793571472,0.0,0.3392742872238159,0.0,0.6027529239654541,0.0,1.5298402905464172,0.0,312.1139334850013,0.1735249161720276
73,-2.664559841156006,-886.4846236035228,0.5080407857894897,0.0,0.25527316331863403,0.0,0.5223381519317627,0.0,1.2856521010398865,0.0,313.3995855860412,0.1735249161720276
74,-9.971166610717773,-896.4557902142406,0.7203364372253418,0.0,0.0,0.660914957523346,0.5178262591362,0.0,0.5772477388381958,0.0,313.9768333248794,0.1735249161720276
75,-5.335720539093018,-901.7915107533336,1.866674542427063,0.0,0.0,0.6956209540367126,0.4471488296985626,0.0,1.618202418088913,0.0,315.5950357429683,0.1735249161720276
76,-12.354942202568054,-914.1464529559016,2.6698684692382812,0.0,1.7109744548797607,0.0,0.4525253474712372,0.0,4.833368271589279,0.0,320.4284040145576,0.1735249161720276
77,-8.645957231521606,-922.7924101874232,1.4682881832122803,0.0,0.6091256737709045,0.0,0.602189838886261,0.0,2.679603695869446,0.0,323.10800771042705,0.1735249161720276
78,-10.87419867515564,-933.6666088625789,0.5495948791503906,0.0,0.299915075302124,0.0,2.037764310836792,0.0,2.8872742652893066,0.0,325.99528197571635,0.1735249161720276
79,-15.444996356964111,-949.111605219543,0.7709434032440186,0.0,0.48070746660232544,0.0,0.6730158925056458,0.0,1.9246667623519897,0.0,327.91994873806834,0.1735249161720276
80,-10.703687906265259,-959.8152931258082,0.2528006136417389,0.0,0.49833884835243225,0.0,2.025183916091919,0.0,2.77632337808609,0.0,330.69627211615443,0.1735249161720276
81,-16.497707724571228,-976.3130008503795,0.0,0.18761496245861053,0.915867805480957,0.0,0.5710794925689697,0.0,1.2993323355913162,0.0,331.99560445174575,0.1735249161720276
82,-4.341373920440674,-980.6543747708201,0.1538151651620865,0.0,0.010608677752315998,0.0,1.5477337837219238,0.0,1.7121576266363263,0.0,333.7077620783821,0.1735249161720276
83,-2.5954995155334473,-983.2498742863536,0.0,0.2179783433675766,1.311814546585083,0.0,0.765832245349884,0.0,1.8596684485673904,0.0,335.56743052694947,0.1735249161720276
84,-4.4168500900268555,-987.6667243763804,0.2313787341117859,0.0,1.1429399251937866,0.0,1.7608033418655396,0.0,3.135122001171112,0.0,338.7025525281206,0.1735249161720276
85,-4.258563995361328,-991.9252883717418,0.6214374303817749,0.0,1.1544685363769531,0.0,1.024077296257019,0.0,2.799983263015747,0.0,341.5025357911363,0.1735249161720276
86,-7.676112651824951,-999.6014010235667,0.045138921588659286,0.0,2.800516128540039,0.0,0.6028437614440918,0.0,3.44849881157279,0.0,344.9510346027091,0.1735249161720276
87,-3.5385615825653076,-1003.139962606132,0.09517133980989456,0.0,0.648993194103241,0.0,0.6764469742774963,0.0,1.4206115081906319,0.0,346.37164611089975,0.1735249161720276
88,-8.012553215026855,-1011.1525158211589,1.4876139163970947,0.0,0.8513222336769104,0.0,0.9961153864860535,0.0,3.3350515365600586,0.0,349.7066976474598,0.1735249161720276
89,-15.93588924407959,-1027.0884050652385,2.129237651824951,0.0,3.4650909900665283,0.0,1.0394980907440186,0.0,6.633826732635498,0.0,356.3405243800953,0.1735249161720276
90,-10.659017562866211,-1037.7474226281047,1.5096898078918457,0.0,1.2443068027496338,0.0,1.70497465133667,0.0,4.458971261978149,0.0,360.79949564207345,0.1735249161720276
91,-7.5112457275390625,-1045.2586683556437,0.9308173656463623,0.0,0.9767893552780151,0.0,1.5716710090637207,0.0,3.479277729988098,0.0,364.27877337206155,0.1735249161720276
92,-7.130166053771973,-1052.3888344094157,1.2273584604263306,0.0,0.6759653091430664,0.0,1.2483272552490234,0.0,3.1516510248184204,0.0,367.43042439687997,0.1735249161720276
93,-10.496402740478516,-1062.8852371498942,1.9298635721206665,0.0,1.1969860792160034,0.0,1.4904534816741943,0.0,4.617303133010864,0.0,372.04772752989084,0.1735249161720276
94,-8.950806617736816,-1071.836043767631,1.4256317615509033,0.0,0.6386130452156067,0.0,1.7571572065353394,0.0,3.8214020133018494,0.0,375.8691295431927,0.1735249161720276
95,-5.112044334411621,-1076.9480881020427,0.6591147184371948,0.0,0.7308906316757202,0.0,0.8032026290893555,0.0,2.1932079792022705,0.0,378.06233752239496,0.1735249161720276
96,-4.827828407287598,-1081.7759165093303,0.8454571962356567,0.0,0.5105748176574707,0.0,0.606865406036377,0.0,1.9628974199295044,0.0,380.02523494232446,0.1735249161720276
97,-4.362127304077148,-1086.1380438134074,0.9749089479446411,0.0,0.1903313845396042,0.0,0.5661797523498535,0.0,1.7314200848340988,0.0,381.75665502715856,0.1735249161720276
98,-3.504607677459717,-1089.6426514908671,0.6602888107299805,0.0,0.24953114986419678,0.0,0.48761868476867676,0.0,1.397438645362854,0.0,383.1540936725214,0.1735249161720276
99,-3.265170097351074,-1092.9078215882182,0.5075468420982361,0.0,0.1410815715789795,0.0,0.5715068578720093,0.0,1.2201352715492249,0.0,384.37422894407064,0.1735249161720276
100,-7.722092628479004,-1100.6299142166972,1.7801188230514526,0.0,0.303672730922699,0.0,0.8513975143432617,0.0,2.9351890683174133,0.0,387.30941801238805,0.1735249161720276
101,-8.27194595336914,-1108.9018601700664,1.1285905838012695,0.0,1.2762993574142456,0.0,0.6665478348731995,0.0,3.0714377760887146,0.0,390.38085578847677,0.1735249161720276
102,-6.887439727783203,-1115.7892998978496,1.5368928909301758,0.0,0.45639312267303467,0.0,0.47602182626724243,0.0,2.469307839870453,0.0,392.8501636283472,0.1735249161720276
103,-15.031937599182129,-1130.8212374970317,1.8254129886627197,0.0,2.9865565299987793,0.0,0.9551615118980408,0.0,5.76713103055954,0.0,398.61729465890676,0.1735249161720276
104,-3.9825589656829834,-1134.8037964627147,1.13239324092865,0.0,0.0,1.5552659034729004,0.6399981379508972,0.0,0.21712547540664673,0.0,398.8344201343134,0.1735249161720276
105,-4.014911651611328,-1138.818708114326,0.02826550602912903,0.0,1.422585368156433,0.0,0.0,0.10569919645786285,1.3451516777276993,0.0,400.1795718120411,0.1735249161720276
106,-4.1277008056640625,-1142.94640891999,0.0,0.6089975833892822,0.0,0.23782967031002045,0.0,0.2705615758895874,0.0,1.11738882958889,400.1795718120411,1.2909137457609177
107,-2.8878090381622314,-1145.8342179581523,0.0,0.12102904915809631,1.9968587160110474,0.0,0.0,0.010689139366149902,1.8651405274868011,0.0,402.0447123395279,1.2909137457609177
108,-6.614389419555664,-1152.448607377708,0.5465083718299866,0.0,1.2521617412567139,0.0,1.1513676643371582,0.0,2.9500377774238586,0.0,404.99475011695176,1.2909137457609177
109,-10.214034080505371,-1162.6626414582133,0.8246529698371887,0.0,3.4987423419952393,0.0,1.1889679431915283,0.0,5.512363255023956,0.0,410.5071133719757,1.2909137457609177
110,-2.659196376800537,-1165.3218378350139,0.497043251991272,0.0,0.08160626143217087,0.0,0.5052893161773682,0.0,1.083938829600811,0.0,411.59105220157653,1.2909137457609177
111,-13.254116356372833,-1178.5759541913867,1.761033058166504,0.0,0.38285568356513977,0.0,1.641672968864441,0.0,3.7855617105960846,0.0,415.3766139121726,1.2909137457609177
112,-10.585372924804688,-1189.1613271161914,1.388442873954773,0.0,2.0589702129364014,0.0,0.8130980730056763,0.0,4.260511159896851,0.0,419.63712507206947,1.2909137457609177
113,-13.760041236877441,-1202.9213683530688,2.7214667797088623,0.0,1.858632206916809,0.0,2.1335299015045166,0.0,6.713628888130188,0.0,426.35075396019965,1.2909137457609177
114,-15.61864447593689,-1218.5400128290057,1.367773413658142,0.0,4.091132640838623,0.0,2.671917200088501,0.0,8.130823254585266,0.0,434.4815772147849,1.2909137457609177
115,-21.66843032836914,-1240.2084431573749,2.9501254558563232,0.0,2.7060790061950684,0.0,5.162450790405273,0.0,10.818655252456665,0.0,445.3002324672416,1.2909137457609177
116,-8.631040573120117,-1248.839483730495,1.2236610651016235,0.0,0.03049147129058838,0.0,2.594280958175659,0.0,3.848433494567871,0.0,449.14866596180946,1.2909137457609177
117,-5.506831169128418,-1254.3463148996234,1.0214886665344238,0.0,0.0,1.2253546714782715,1.3367526531219482,0.0,1.1328866481781006,0.0,450.28155260998756,1.2909137457609177
118,-7.603196620941162,-1261.9495115205646,1.358703851699829,0.0,0.5888453125953674,0.0,1.3429936170578003,0.0,3.290542781352997,0.0,453.57209539134055,1.2909137457609177
119,-7.698000431060791,-1269.6475119516253,1.5552188158035278,0.0,0.5682005882263184,0.0,1.168830156326294,0.0,3.29224956035614,0.0,456.8643449516967,1.2909137457609177
120,-5.4750752449035645,-1275.122587196529,0.8069115877151489,0.0,0.5231983661651611,0.0,0.8387712836265564,0.0,2.1688812375068665,0.0,459.03322618920356,1.2909137457609177
121,-3.642482280731201,-1278.76506947726,0.7898467779159546,0.0,0.19259972870349884,0.0,0.47277095913887024,0.0,1.4552174657583237,0.0,460.4884436549619,1.2909137457609177
122,-3.9135208129882812,-1282.6785902902484,0.633465051651001,0.0,0.1897849589586258,0.0,0.642652690410614,0.0,1.4659027010202408,0.0,461.9543463559821,1.2909137457609177
123,-3.911672830581665,-1286.59026312083,0.7942202687263489,0.0,0.188517764210701,0.0,0.445651113986969,0.0,1.4283891469240189,0.0,463.38273550290614,1.2909137457609177
124,-5.700225830078125,-1292.2904889509082,0.7048549652099609,0.0,0.20287971198558807,0.0,1.2603861093521118,0.0,2.168120786547661,0.0,465.5508562894538,1.2909137457609177
125,-9.371228277683258,-1301.6617172285914,1.265649437904358,0.0,0.23239634931087494,0.0,0.750896155834198,0.0,2.248941943049431,0.0,467.79979823250324,1.2909137457609177
126,-40.516700744628906,-1342.1784179732203,5.896912097930908,0.0,1.1199251413345337,0.0,8.080011367797852,0.0,15.096848607063293,0.0,482.89664683956653,1.2909137457609177
127,-6.352576732635498,-1348.5309947058558,0.7721216678619385,0.0,0.07988782227039337,0.0,1.5581494569778442,0.0,2.410158947110176,0.0,485.3068057866767,1.2909137457609177
128,-8.363521575927734,-1356.8945162817836,0.7683069705963135,0.0,0.6213904023170471,0.0,1.5730454921722412,0.0,2.962742865085602,0.0,488.2695486517623,1.2909137457609177
129,-30.45368194580078,-1387.3481982275844,7.723849296569824,0.0,2.2294647693634033,0.0,2.0081610679626465,0.0,11.961475133895874,0.0,500.2310237856582,1.2909137457609177
130,-16.58612632751465,-1403.934324555099,2.8173227310180664,0.0,2.742586374282837,0.0,1.5664393901824951,0.0,7.126348495483398,0.0,507.3573722811416,1.2909137457609177
131,-1.2541223764419556,-1405.188446931541,0.0,0.39354297518730164,0.7034199833869934,0.0,0.16623422503471375,0.0,0.4761112332344055,0.0,507.833483514376,1.2909137457609177
132,-3.2939810752868652,-1408.4824280068278,0.0,0.013871051371097565,1.9710642099380493,0.0,0.4254937469959259,0.0,2.3826869055628777,0.0,510.21617041993886,1.2909137457609177
133,-2.6409826278686523,-1411.1234106346965,0.0,0.14391164481639862,1.4164584875106812,0.0,0.5200276374816895,0.0,1.792574480175972,0.0,512.0087449001148,1.2909137457609177
134,-3.513211727142334,-1414.6366223618388,0.44599291682243347,0.0,1.2609344720840454,0.0,0.5240875482559204,0.0,2.2310149371623993,0.0,514.2397598372772,1.2909137457609177
135,-8.718873023986816,-1423.3554953858256,1.493850827217102,0.0,0.8065489530563354,0.0,1.5823830366134644,0.0,3.882782816886902,0.0,518.1225426541641,1.2909137457609177
136,-8.028568506240845,-1431.3840638920665,1.2729655504226685,0.0,0.8364957571029663,0.0,1.2425075769424438,0.0,3.3519688844680786,0.0,521.4745115386322,1.2909137457609177
137,-15.20492947101593,-1446.5889933630824,3.6959049701690674,0.0,1.0948659181594849,0.0,1.5278594493865967,0.0,6.318630337715149,0.0,527.7931418763474,1.2909137457609177
138,-13.985981702804565,-1460.574975065887,2.0805211067199707,0.0,1.5471136569976807,0.0,1.3895800113677979,0.0,5.017214775085449,0.0,532.8103566514328,1.2909137457609177
139,-15.07800579071045,-1475.6529808565974,2.3408279418945312,0.0,3.1222543716430664,0.0,1.1653602123260498,0.0,6.6284425258636475,0.0,539.4387991772965,1.2909137457609177
140,-28.108312606811523,-1503.761293463409,8.418253898620605,0.0,0.475869357585907,0.0,3.1030056476593018,0.0,11.997128903865814,0.0,551.4359280811623,1.2909137457609177
141,-12.22480583190918,-1515.9860992953181,1.6662851572036743,0.0,2.6289453506469727,0.0,1.0846755504608154,0.0,5.379906058311462,0.0,556.8158341394737,1.2909137457609177
142,-21.378265142440796,-1537.364364437759,1.3743078708648682,0.0,2.3781356811523438,0.0,0.5152574777603149,0.0,4.267701029777527,0.0,561.0835351692513,1.2909137457609177
143,-10.312978744506836,-1547.6773431822658,2.03356671333313,0.0,1.145554542541504,0.0,1.1408884525299072,0.0,4.320009708404541,0.0,565.4035448776558,1.2909137457609177
144,-7.5666422843933105,-1555.243985466659,1.6082314252853394,0.0,0.7534864544868469,0.0,0.8016636371612549,0.0,3.163381516933441,0.0,568.5669263945892,1.2909137457609177
145,-6.373531341552734,-1561.6175168082118,1.2831206321716309,0.0,0.36710628867149353,0.0,0.9678610563278198,0.0,2.618087977170944,0.0,571.1850143717602,1.2909137457609177
146,-8.040035367012024,-1569.6575521752238,0.5804712176322937,0.0,0.0,0.6837025284767151,0.6118259429931641,0.0,0.5085946321487427,0.0,571.6936090039089,1.2909137457609177
147,-9.167278289794922,-1578.8248304650187,1.9627268314361572,0.0,0.0,1.9426109790802002,1.642702579498291,0.0,1.662818431854248,0.0,573.3564274357632,1.2909137457609177
148,-5.270094871520996,-1584.0949253365397,1.1360477209091187,0.0,0.1620197296142578,0.0,0.6778145432472229,0.0,1.9758819937705994,0.0,575.3323094295338,1.2909137457609177
149,-6.346434593200684,-1590.4413599297404,0.9521114230155945,0.0,0.37807103991508484,0.0,1.080079197883606,0.0,2.4102616608142853,0.0,577.7425710903481,1.2909137457609177
150,-11.343141555786133,-1601.7845014855266,1.4817116260528564,0.0,0.8684808611869812,0.0,1.9043151140213013,0.0,4.254507601261139,0.0,581.9970786916092,1.2909137457609177
151,-10.22929310798645,-1612.013794593513,0.6369393467903137,0.0,2.5880725383758545,0.0,1.448728084564209,0.0,4.673739969730377,0.0,586.6708186613396,1.2909137457609177
152,-11.292693138122559,-1623.3064877316356,2.1904473304748535,0.0,2.1472666263580322,0.0,0.9680161476135254,0.0,5.305730104446411,0.0,591.976548765786,1.2909137457609177
153,-3.081944465637207,-1626.3884321972728,0.16470836102962494,0.0,1.1611582040786743,0.0,0.673712432384491,0.0,1.9995789974927902,0.0,593.9761277632788,1.2909137457609177
154,-2.3809614181518555,-1628.7693936154246,0.0,0.008084256201982498,1.2541635036468506,0.0,0.44863006472587585,0.0,1.694709312170744,0.0,595.6708370754495,1.2909137457609177
155,-21.987735748291016,-1650.7571293637156,7.007791996002197,0.0,0.7593286037445068,0.0,0.5515466332435608,0.0,8.318667232990265,0.0,603.9895043084398,1.2909137457609177
156,-9.040578842163086,-1659.7977082058787,1.1075620651245117,0.0,2.1538729667663574,0.0,1.0806336402893066,0.0,4.342068672180176,0.0,608.33157298062,1.2909137457609177
157,-10.58950138092041,-1670.3872095867991,2.1319100856781006,0.0,1.9935251474380493,0.0,0.8790891766548157,0.0,5.004524409770966,0.0,613.3360973903909,1.2909137457609177
158,-8.23192024230957,-1678.6191298291087,1.7723101377487183,0.0,1.888482689857483,0.0,0.5068188905715942,0.0,4.167611718177795,0.0,617.5037091085687,1.2909137457609177
