time_step,reward,cumulative_reward,grid_import_Building_1_kwh,grid_import_Building_2_kwh,grid_import_Building_3_kwh,grid_import_kwh,cumulative_grid_import_kwh
0,-3.967008355402575,-3.967008355402575,2.033644199371338,0.5619984865188599,1.689454197883606,4.285096883773804,4.285096883773804
1,-1.291586446885977,-5.258594802288552,0.8462807536125183,0.18591776490211487,0.47319296002388,1.5053914785385132,5.790488362312317
2,-1.1231346273057692,-6.381729429594321,0.7249863147735596,0.18461598455905914,0.4455188810825348,1.3551211804151535,7.14560954272747
3,-0.917893352986398,-7.299622782580719,0.6327978372573853,0.1873515099287033,0.433448851108551,1.2535981982946396,8.39920774102211
4,-0.8711867928504944,-8.170809575431214,0.6071555614471436,0.20223666727542877,0.4351603388786316,1.244552567601204,9.643760308623314
5,-1.2119196653366089,-9.382729240767823,1.00062894821167,0.23087537288665771,0.49980950355529785,1.7313138246536255,11.37507413327694
6,-2.0222439765930176,-11.40497321736084,1.607621669769287,0.24817126989364624,1.033126950263977,2.8889198899269104,14.26399402320385
7,-1.2344517707824707,-12.639424988143311,0.5342340469360352,0.3452141582965851,0.8840543627738953,1.7635025680065155,16.027496591210365
8,-6.841981410980225,-19.481406399123536,4.653266429901123,2.933849573135376,2.187143325805664,9.774259328842163,25.80175592005253
9,-2.300652503967285,-21.78205890309082,0.48263463377952576,0.6722479462623596,2.1317636966705322,3.2866462767124176,29.088402196764946
10,-1.353158659956625,-23.135217563047448,0.0,0.6334824562072754,1.284489393234253,1.5610186755657196,30.649420872330666
11,-2.600302639169826,-25.735520202217273,1.8172708749771118,0.6685148477554321,0.969410240650177,3.455195963382721,34.10461683571339
12,-1.6371554511263322,-27.372675653343606,0.26597872376441956,0.9704316258430481,0.7307910919189453,1.967201441526413,36.0718182772398
13,0.0,-27.372675653343606,0.0,0.0,0.0,0.0,36.0718182772398
14,0.0,-27.372675653343606,0.0,0.0,0.0,0.0,36.0718182772398
15,-1.3265158832073212,-28.699191536550927,0.16432055830955505,1.0962364673614502,0.06595885753631592,1.3265158832073212,37.39833416044712
16,-0.2912794053554535,-28.99047094190638,0.0,0.2912794053554535,0.0,0.0,37.39833416044712
17,-0.6364186704158783,-29.62688961232226,0.1799376904964447,0.3064201772212982,0.15006080269813538,0.6364186704158783,38.034752830863
18,-1.3913612067699432,-31.018250819092202,0.4625154137611389,0.16118374466896057,0.7676620483398438,1.3913612067699432,39.42611403763294
19,-2.4492211639881134,-33.467471983080316,1.0769085884094238,0.3912005126476288,0.9811120629310608,2.4492211639881134,41.875335201621056
20,-2.3802784085273743,-35.84775039160769,0.5288646817207336,0.780853271484375,1.0705604553222656,2.3802784085273743,44.25561361014843
21,-5.571899056434631,-41.41964944804232,1.9639720916748047,0.9507495164871216,2.657177448272705,5.571899056434631,49.82751266658306
22,-4.867928624153137,-46.28757807219546,1.448914885520935,0.7563884258270264,2.662625312805176,4.867928624153137,54.6954412907362
23,-4.867009937763214,-51.15458800995867,1.383483648300171,0.7521432042121887,2.7313830852508545,4.867009937763214,59.56245122849941
24,-2.9621152348580937,-54.11670324481677,1.3816155195236206,0.7504638433456421,1.1165059804916382,3.248585343360901,62.81103657186031
25,-8.195929832925493,-62.31263307774226,4.462358474731445,2.431732416152954,3.1967036724090576,10.090794563293457,72.90183113515377
26,-0.7174062360322018,-63.030039313774466,0.3514370918273926,0.16868312656879425,0.4166029393672943,0.9367231577634811,73.83855429291725
27,-1.2150297293880583,-64.24506904316253,0.35007867217063904,0.1873515099287033,1.1875500679016113,1.7249802500009537,75.5635345429182
28,-1.3944640159606934,-65.63953305912322,1.3546943664550781,0.20223666727542877,0.4351603388786316,1.9920913726091385,77.55562591552734
29,-1.467576265335083,-67.1071093244583,1.3658525943756104,0.23087537288665771,0.49980950355529785,2.096537470817566,79.65216338634491
30,-1.4226739406585693,-68.52978326511688,1.3301458358764648,0.24327263236045837,0.4589728116989136,2.032391279935837,81.68455466628075
31,-0.5335820317268372,-69.06336529684371,0.07796920090913773,0.19240280985832214,0.49188804626464844,0.7622600570321083,82.44681472331285
32,-2.049026310443878,-71.11239160728759,0.0,2.437044620513916,0.49013590812683105,2.5656817853450775,85.01249650865793
33,-0.2713685929775238,-71.38376020026512,0.0,0.13957519829273224,0.24809423089027405,0.0,85.01249650865793
34,-0.311127495020628,-71.69488769528574,0.06265433132648468,0.38181352615356445,0.0,0.4262383319437504,85.43873484060168
35,-0.39310375791781604,-72.08799145320356,0.3224653899669647,0.2233913242816925,0.0,0.33093805611133575,85.76967289671302
36,-4.002160332047786,-76.09015178525134,4.797369956970215,0.0,0.0,4.304076500236988,90.07374939695
37,-3.269890308380127,-79.36004209363146,2.7795398235321045,0.3928546905517578,0.09749579429626465,3.269890308380127,93.34363970533013
38,-1.6467726826667786,-81.00681477629824,0.5130114555358887,0.5033379793167114,0.6304232478141785,1.6467726826667786,94.99041238799691
39,-2.155153900384903,-83.16196867668314,0.3723286986351013,1.335222601890564,0.44760259985923767,2.155153900384903,97.14556628838181
40,-3.4139423966407776,-86.57591107332392,1.4751505851745605,0.7562760710716248,1.1825157403945923,3.4139423966407776,100.55950868502259
41,-1.9426348805427551,-88.51854595386668,0.881602942943573,0.0,1.0610319375991821,1.9326891042292118,102.4921977892518
42,-2.474816918373108,-90.99336287223979,1.109107494354248,0.2910788059234619,1.074630618095398,2.474816918373108,104.96701470762491
43,-1.7038690447807312,-92.69723191702052,0.7583456039428711,0.21914196014404297,0.7263814806938171,1.7038690447807312,106.67088375240564
