episode,episode_reward,actor_loss,critic_loss,exploration_noise
1,-10966.321677148342,,,0.199
2,-6244.79579154218,6.999607698792477,207.32902005050067,0.19800500000000001
3,-2741.221127314282,8.720734067022883,157.51452360829657,0.197014975
4,-2664.48153795745,10.565997302780895,119.60584379204126,0.19602990012500002
5,-2601.6203580567408,13.552155637940047,97.01722526019736,0.19504975062437502
6,-3015.631658106824,17.228477996645783,88.20050719185565,0.19407450187125314
7,-2816.8739807086017,20.246582301833534,80.0241284032193,0.19310412936189686
8,-2782.297527819559,22.729202323563406,72.42588175321322,0.19213860871508737
9,-2781.8805838689113,25.66035689299561,70.00588190771111,0.19117791567151193
10,-2915.4796124980094,28.793711408952014,71.86181842501539,0.19022202609315436
11,-2920.286054235432,31.238702768742293,76.10481062717994,0.18927091596268858
12,-2860.615142736947,33.00569370094692,69.93696575668822,0.18832456138287512
13,-2889.213895491832,35.5350774014278,69.79639294217127,0.18738293857596075
14,-2863.1737205352547,38.23350104702033,70.26657708264857,0.18644602388308096
15,-2814.146630923671,39.96568082934129,65.82392917256362,0.18551379376366556
16,-2905.1665053348142,41.67060051972412,69.84845992023325,0.18458622479484724
17,-2765.2355329124093,43.549437192617106,69.70394755271944,0.183663293670873
18,-2865.4123701178432,45.38599612749336,68.99991579281273,0.18274497720251864
19,-2828.057639496419,46.934110522104405,67.33438709614505,0.18183125231650604
20,-3117.2775430844704,48.01589288830923,65.79586529101715,0.18092209605492351
21,-2865.415644956076,49.22733059115138,63.349086472321616,0.1800174855746489
22,-2901.6541668535046,50.160255723934675,61.92767247238478,0.17911739814677563
23,-2655.5906020135694,50.47473796053954,56.526326995234164,0.17822181115604174
24,-2664.7808142543145,51.329240886491924,55.97378295718048,0.17733070210026153
25,-2685.6361686812943,52.38752514198526,55.03389341542717,0.17644404858976023
26,-2666.1005762651093,53.93673634429634,57.85285795845807,0.17556182834681144
27,-2699.5506463104416,55.8114626835384,54.657711838150554,0.1746840192050774
28,-2664.294500066071,57.52019673163105,55.04072311093645,0.173810599109052
29,-2689.983748052893,58.5885643886094,51.926428236450704,0.17294154611350673
30,-2696.1137976464315,60.00327731306265,50.544155664669454,0.1720768383829392
31,-2801.7394927104338,61.42080245992902,51.609384186576236,0.1712164541910245
