episode,episode_reward,actor_loss,critic_loss,exploration_noise
1,-5132.022364854813,,,0.199
2,-3344.403938701842,5.803401096840655,6.2391473896682665,0.19800500000000001
3,-1870.473125696415,9.172855785725346,4.871396153626422,0.197014975
4,-1858.9969362705015,12.883034497872513,4.910668425168713,0.19602990012500002
5,-1952.229409782216,15.578031685819878,4.905883811942725,0.19504975062437502
6,-1870.1928371037357,17.836224200496755,4.726887384939923,0.19407450187125314
7,-1869.052992094541,19.66404150059558,4.829731099297175,0.19310412936189686
8,-1862.529638811946,21.242268990740822,4.887881487234909,0.19213860871508737
9,-1864.62929429207,22.38477460996498,4.7543801100761405,0.19117791567151193
10,-1855.1311517525464,23.40777994827037,4.916678539403456,0.19022202609315436
11,-1864.4542676266283,24.314292101269803,4.8130331725835465,0.18927091596268858
12,-1886.3903291802853,25.144178955545016,5.011474040685344,0.18832456138287512
13,-1844.6527553219348,25.78532937305859,4.890272088773725,0.18738293857596075
14,-1875.9927627334837,26.24970723657515,4.666924890125577,0.18644602388308096
15,-1854.3185160225257,26.73493264348185,4.564435451186582,0.18551379376366556
16,-1847.7682098824298,27.330935919898277,4.458034893070375,0.18458622479484724
17,-1850.621928667184,27.76360350756055,4.368089850489387,0.183663293670873
18,-1852.3260282599367,28.05170626103132,4.335852537102096,0.18274497720251864
19,-1861.1831410089508,28.270182732912364,4.278538843023594,0.18183125231650604
20,-1859.3837797136512,28.359034857929,4.3284474183521615,0.18092209605492351
21,-1848.8208242468536,28.417657690353288,4.220920063689952,0.1800174855746489
22,-1838.688583072275,28.662333192679416,4.083474345101103,0.17911739814677563
23,-1829.6899909288622,28.909359299257833,4.156185314287231,0.17822181115604174
24,-1823.4866906530224,29.090533645162992,4.22906363988619,0.17733070210026153
25,-1812.5871967903804,29.32467451347595,4.064200837356822,0.17644404858976023
26,-1813.4750519637018,29.719791720075964,3.9767864695510546,0.17556182834681144
27,-1816.7450487936148,29.98200491108052,4.022930960330247,0.1746840192050774
28,-1835.8092105109245,30.308769958241427,4.131273491657825,0.173810599109052
29,-1824.0842918502167,30.510654873907647,4.1101341756560705,0.17294154611350673
30,-1832.1102384295664,30.83002666637861,4.063595494905665,0.1720768383829392
31,-1806.8522865737323,31.00751915826917,3.944673853059803,0.1712164541910245
32,-1817.1502092857845,31.081322525406414,3.911138752571233,0.17036037192006936
33,-1831.8454001378268,31.432930698315193,4.114612853742607,0.16950857006046902
34,-1804.9598452653736,31.75257257029145,4.100518839415655,0.16866102721016668
35,-1810.228163610096,31.962972190018654,4.118634714039045,0.16781772207411585
36,-1799.9492116125766,32.1494090089546,3.799055963630305,0.16697863346374528
37,-1810.5084918141365,32.4363143347898,3.9438683030005124,0.16614374029642656
38,-1808.9576015248895,32.61538547998675,3.926464545875995,0.16531302159494443
39,-1812.7298825817415,32.72077697838795,3.9513571308783266,0.16448645648696972
40,-1822.7565748146735,32.77819462114316,3.7570245003998695,0.16366402420453488
