episode,episode_reward,actor_loss,critic_loss,exploration_noise
1,-4163.533366560936,,,0.199
2,-2575.04382378608,4.333407961901337,3.5158362163226533,0.19800500000000001
3,-1244.3776252418756,6.59639973235893,2.669502131796347,0.197014975
4,-1233.1829080265015,8.684534751324396,2.7441748107922095,0.19602990012500002
5,-1227.2137917652726,10.206224315521283,2.532661675412068,0.19504975062437502
6,-1228.0166632970795,11.52499975780121,2.389533316144028,0.19407450187125314
7,-1222.5124248359352,12.733671336910158,2.3727018002508746,0.19310412936189686
8,-1229.8734160317108,13.565362497894753,2.3260108587307458,0.19213860871508737
9,-1277.1092616952956,14.324083777893236,2.266787381596625,0.19117791567151193
10,-1249.053485427983,14.92145070777649,2.162431170943715,0.19022202609315436
11,-1240.51025281474,15.516269930546406,2.1460346710532696,0.18927091596268858
12,-1221.9355322867632,16.03091149867327,2.0180530742909215,0.18832456138287512
13,-1215.52106580697,16.351152615023256,2.017282044191188,0.18738293857596075
14,-1233.9886761792004,16.61806728644232,2.0091568481109734,0.18644602388308096
15,-1219.0603554360569,16.828032433903765,2.0145966267220996,0.18551379376366556
16,-1217.9162031356245,17.070419964107252,1.983095362305807,0.18458622479484724
17,-1216.8593840114772,17.316791916424112,1.9167443329833644,0.183663293670873
18,-1211.2819867283106,17.547911541849913,1.8409405288510594,0.18274497720251864
19,-1219.4006447661668,17.730670857330026,1.8639125782524926,0.18183125231650604
20,-1218.0189195880666,17.845947414180664,1.8816879666896125,0.18092209605492351
21,-1213.8509073667228,17.982414500272323,1.851529619458322,0.1800174855746489
22,-1211.954828336835,18.19498510718843,1.8348805606779701,0.17911739814677563
23,-1206.0590497106314,18.341778618569833,1.9145446742194419,0.17822181115604174
24,-1207.1543956641108,18.551540029894493,1.8601395900624187,0.17733070210026153
25,-1199.4540325123817,18.729786913981854,1.7507398421144287,0.17644404858976023
26,-1201.3349136300385,18.891515450616872,1.7821278873836215,0.17556182834681144
27,-1206.6760831028223,19.000272729632254,1.7675994401681074,0.1746840192050774
28,-1209.5468501057476,19.117797716270733,1.7249019284407519,0.173810599109052
29,-1207.698476376012,19.306778959505085,1.6929792009905416,0.17294154611350673
30,-1213.0615308396518,19.516819496313953,1.6306603518580196,0.1720768383829392
31,-1200.206235818565,19.40917347734263,1.5377707288228752,0.1712164541910245
32,-1212.1977998791263,19.522734256049358,1.493986639260251,0.17036037192006936
33,-1209.20150347054,19.811696969086668,1.46032609047578,0.16950857006046902
34,-1213.4573002569377,20.00462708188032,1.490965076132842,0.16866102721016668
35,-1209.4365499448031,20.175937498726665,1.4608250621794328,0.16781772207411585
36,-1193.9818490277976,20.283639276475338,1.4392009983473926,0.16697863346374528
37,-1203.1818375065923,20.44131590428041,1.4489870146849557,0.16614374029642656
38,-1192.8242883170024,20.571777311916644,1.4718356462446804,0.16531302159494443
39,-1202.266782604158,20.73447354280899,1.4148231135455889,0.16448645648696972
40,-1207.819044407457,20.801878598867106,1.4107932280101432,0.16366402420453488
