month_index,month_name,hours,fixed_cumulative_reward,q_learning_cumulative_reward,fixed_grid_import_kwh,q_learning_grid_import_kwh,q_learning_savings_vs_fixed_pct
1,Jan,719,-3750.741845626801,-1433.5772917844233,1728.1408015489578,663.4540014290251,61.6087994199106
