time_step,reward,cumulative_reward,grid_import_Building_1_kwh,grid_import_Building_2_kwh,grid_import_Building_3_kwh,grid_import_kwh,cumulative_grid_import_kwh
0,-14.094051433829055,-14.094051433829055,2.033644199371338,0.5619984865188599,1.689454197883606,4.285096883773804,4.285096883773804
1,-4.824241160684581,-18.918292594513638,0.8462807536125183,0.18591776490211487,0.47319296002388,1.5053914785385132,5.790488362312317
2,-4.526203999226125,-23.444496593739764,0.7249863147735596,0.18461598455905914,0.4455188810825348,1.3551211804151535,7.14560954272747
3,-4.526208353901632,-27.970704947641394,0.6327978372573853,0.1873515099287033,0.433448851108551,1.2535981982946396,8.39920774102211
4,-4.459650336018656,-32.43035528366005,0.6071555614471436,0.20223666727542877,0.4351603388786316,1.244552567601204,9.643760308623314
5,-6.376067787892083,-38.80642307155213,1.00062894821167,0.23087537288665771,0.49980950355529785,1.7313138246536255,11.37507413327694
6,-10.130255503965408,-48.93667857551754,1.607621669769287,0.24817126989364624,1.033126950263977,2.8889198899269104,14.26399402320385
7,-6.455065526163274,-55.391744101680814,0.5342340469360352,0.3452141582965851,0.8840543627738953,1.7635025680065155,16.027496591210365
8,-35.97766214186877,-91.36940624354958,4.653266429901123,2.933849573135376,2.187143325805664,9.774259328842163,25.80175592005253
9,-12.280769183307303,-103.65017542685688,0.48263463377952576,0.6722479462623596,2.1317636966705322,3.2866462767124176,29.088402196764946
10,-7.254947640507552,-110.90512306736443,0.0,0.6334824562072754,1.284489393234253,1.5610186755657196,30.649420872330666
11,-9.097377149264947,-120.00250021662937,1.8172708749771118,0.6685148477554321,0.969410240650177,3.455195963382721,34.10461683571339
12,-7.33986557300888,-127.34236578963825,0.26597872376441956,0.9704316258430481,0.7307910919189453,1.967201441526413,36.0718182772398
13,-0.22089767897464727,-127.5632634686129,0.0,0.0,0.06259237974882126,0.0,36.0718182772398
14,0.0,-127.5632634686129,0.0,0.0,0.0,0.0,36.0718182772398
15,-4.596314550792154,-132.15957801940505,0.16432055830955505,1.0962364673614502,0.06595885753631592,1.3265158832073212,37.39833416044712
16,-0.9815128531351396,-133.1410908725402,0.0,0.2912794053554535,0.0,0.0,37.39833416044712
17,-2.001930727779745,-135.14302160031994,0.1799376904964447,0.3064201772212982,0.15006080269813538,0.6364186704158783,38.034752830863
18,-3.8805412303499094,-139.02356283066985,0.4625154137611389,0.16118374466896057,0.7676620483398438,1.3913612067699432,39.42611403763294
19,-7.471747913386258,-146.4953107440561,1.0769085884094238,0.3912005126476288,0.9811120629310608,2.4492211639881134,41.875335201621056
20,-7.045054182984404,-153.5403649270405,0.5288646817207336,0.780853271484375,1.0705604553222656,2.3802784085273743,44.25561361014843
21,-10.561378375068694,-164.1017433021092,0.9365671873092651,0.3876185119152069,1.962751865386963,3.286937564611435,47.542551174759865
22,-7.5919970818700975,-171.6937403839793,0.4215100109577179,0.19325745105743408,1.9681999683380127,2.5829674303531647,50.12551860511303
23,-7.834516907048005,-179.5282572910273,0.3560788035392761,0.18901224434375763,2.0369577407836914,2.582048788666725,52.707567393779755
24,-2.775168449907898,-182.3034257409352,0.35421058535575867,0.18733283877372742,0.42208048701286316,0.9636239111423492,53.671191304922104
25,-3.2854213554046225,-185.58884709633983,0.3527388870716095,0.17920845746994019,0.41900184750556946,0.9509491920471191,54.62214049696922
26,-3.2103738702856903,-188.7992209666255,0.3514370918273926,0.16868312656879425,0.4166029393672943,0.9367231577634811,55.558863654732704
27,-6.200775738801553,-194.99999670542707,0.35007867217063904,0.1873515099287033,1.1875500679016113,1.7249802500009537,57.28384390473366
28,-7.072787497204333,-202.0727842026314,1.3546943664550781,0.20223666727542877,0.4351603388786316,1.9920913726091385,59.275935277342796
29,-7.944569970103296,-210.01735417273468,1.3658525943756104,0.23087537288665771,0.49980950355529785,2.096537470817566,61.37247274816036
30,-7.514417480723864,-217.53177165345855,1.3301458358764648,0.24327263236045837,0.4589728116989136,2.032391279935837,63.4048640280962
31,-2.7104550800906355,-220.2422267335492,0.07796920090913773,0.19240280985832214,0.49188804626464844,0.7622600570321083,64.16712408512831
32,-6.292375319670861,-226.53460205322006,0.0,3.0001754760742188,0.49013590812683105,3.1288126409053802,67.29593672603369
33,-1.1462564164464524,-227.6808584696665,0.0,0.13957519829273224,0.24809423089027405,0.0,67.29593672603369
34,-1.5993256695638651,-229.28018413923036,0.06265433132648468,0.38181352615356445,0.0,0.4262383319437504,67.72217505797744
35,-2.003319343798694,-231.28350348302905,0.3224653899669647,0.2233913242816925,0.0,0.33093805611133575,68.05311311408877
36,-16.312153559250692,-247.59565704227975,4.797369956970215,0.0,0.0,4.304076500236988,72.35718961432576
37,-5.527452272678329,-253.12310931495807,1.7521350383758545,0.0,0.0,0.984929084777832,73.3421186991036
38,0.0,-253.12310931495807,0.0,0.0,0.0,0.0,73.3421186991036
39,-2.449450849753248,-255.57256016471132,0.0,0.7720916271209717,0.0,0.0,73.3421186991036
40,-3.3793015142810248,-258.9518616789924,0.447745680809021,0.19314506649971008,0.4880902171134949,1.128980964422226,74.47109966352582
41,-1.101184586186408,-260.0530462651788,0.0,0.0,0.3666064143180847,0.21085864678025246,74.68195831030607
42,-7.294329969732097,-267.3473762349109,1.109107494354248,0.2910788059234619,1.074630618095398,2.474816918373108,77.15677522867918
43,-4.845557185440793,-272.19293342035166,0.7583456039428711,0.21914196014404297,0.7263814806938171,1.7038690447807312,78.86064427345991
44,-8.508389208493236,-280.7013226288449,2.2908387184143066,0.20169100165367126,0.4507490396499634,2.9432787597179413,81.80392303317785
