time_step,reward,cumulative_reward,grid_import_kwh,cumulative_grid_import_kwh
0,-2.033644199371338,-2.033644199371338,2.033644199371338,2.033644199371338
1,-0.8462807536125183,-2.879924952983856,0.8462807536125183,2.879924952983856
2,-0.7249863147735596,-3.6049112677574158,0.7249863147735596,3.6049112677574158
3,-0.6327978372573853,-4.237709105014801,0.6327978372573853,4.237709105014801
4,-0.6071555614471436,-4.844864666461945,0.6071555614471436,4.844864666461945
5,-1.00062894821167,-5.8454936146736145,1.00062894821167,5.8454936146736145
6,-1.607621669769287,-7.453115284442902,1.607621669769287,7.453115284442902
7,-0.5342340469360352,-7.987349331378937,0.5342340469360352,7.987349331378937
8,-4.653266429901123,-12.64061576128006,4.653266429901123,12.64061576128006
9,-0.48263463377952576,-13.123250395059586,0.48263463377952576,13.123250395059586
10,0.0,-13.123250395059586,0.0,13.123250395059586
11,-1.8172708749771118,-14.940521270036697,1.8172708749771118,14.940521270036697
12,-0.26597872376441956,-15.206499993801117,0.26597872376441956,15.206499993801117
13,-2.8165736198425293,-18.023073613643646,2.8165736198425293,18.023073613643646
14,-3.1590793132781982,-21.182152926921844,3.1590793132781982,21.182152926921844
15,-0.16432055830955505,-21.3464734852314,0.16432055830955505,21.3464734852314
16,0.0,-21.3464734852314,0.0,21.3464734852314
17,-0.1799376904964447,-21.526411175727844,0.1799376904964447,21.526411175727844
18,-0.4625154137611389,-21.988926589488983,0.4625154137611389,21.988926589488983
19,-1.0769085884094238,-23.065835177898407,1.0769085884094238,23.065835177898407
20,-0.5288646817207336,-23.59469985961914,0.5288646817207336,23.59469985961914
21,-0.9365671873092651,-24.531267046928406,0.9365671873092651,24.531267046928406
22,-0.4215100109577179,-24.952777057886124,0.4215100109577179,24.952777057886124
23,-1.383483648300171,-26.336260706186295,1.383483648300171,26.336260706186295
24,-2.40902042388916,-28.745281130075455,2.40902042388916,28.745281130075455
25,-0.3527388870716095,-29.098020017147064,0.3527388870716095,29.098020017147064
26,-0.3514370918273926,-29.449457108974457,0.3514370918273926,29.449457108974457
27,-2.404888391494751,-31.854345500469208,2.404888391494751,31.854345500469208
28,-1.3546943664550781,-33.209039866924286,1.3546943664550781,33.209039866924286
29,-1.3658525943756104,-34.574892461299896,1.3658525943756104,34.574892461299896
30,-1.3301458358764648,-35.90503829717636,1.3301458358764648,35.90503829717636
31,-0.07796920090913773,-35.9830074980855,0.07796920090913773,35.9830074980855
32,0.0,-35.9830074980855,0.0,35.9830074980855
33,-2.7708804607391357,-38.753887958824635,2.7708804607391357,38.753887958824635
34,0.0,-38.753887958824635,0.0,38.753887958824635
35,-0.3224653899669647,-39.0763533487916,0.3224653899669647,39.0763533487916
36,-3.2976672649383545,-42.374020613729954,3.2976672649383545,42.374020613729954
37,-1.7521350383758545,-44.12615565210581,1.7521350383758545,44.12615565210581
38,0.0,-44.12615565210581,0.0,44.12615565210581
39,0.0,-44.12615565210581,0.0,44.12615565210581
40,-4.674858570098877,-48.801014222204685,4.674858570098877,48.801014222204685
41,-0.881602942943573,-49.68261716514826,0.881602942943573,49.68261716514826
42,-3.163917303085327,-52.846534468233585,3.163917303085327,52.846534468233585
43,0.0,-52.846534468233585,0.0,52.846534468233585
44,-0.7764632105827332,-53.62299767881632,0.7764632105827332,53.62299767881632
45,-0.6248679757118225,-54.24786565452814,0.6248679757118225,54.24786565452814
46,-0.5435421466827393,-54.79140780121088,0.5435421466827393,54.79140780121088
47,-1.4023902416229248,-56.193798042833805,1.4023902416229248,56.193798042833805
48,-0.35421058535575867,-56.548008628189564,0.35421058535575867,56.548008628189564
49,-0.3527388870716095,-56.90074751526117,0.3527388870716095,56.90074751526117
50,-0.3514370918273926,-57.252184607088566,0.3514370918273926,57.252184607088566
51,-1.3622609376907349,-58.6144455447793,1.3622609376907349,58.6144455447793
52,-0.34860697388648987,-58.96305251866579,0.34860697388648987,58.96305251866579
53,-7.659092903137207,-66.622145421803,7.659092903137207,66.622145421803
54,-4.565609455108643,-71.18775487691164,4.565609455108643,71.18775487691164
55,-0.528009831905365,-71.715764708817,0.528009831905365,71.715764708817
56,0.0,-71.715764708817,0.0,71.715764708817
57,0.0,-71.715764708817,0.0,71.715764708817
58,0.0,-71.715764708817,0.0,71.715764708817
59,-1.010774850845337,-72.72653955966234,1.010774850845337,72.72653955966234
60,0.0,-72.72653955966234,0.0,72.72653955966234
61,0.0,-72.72653955966234,0.0,72.72653955966234
